Tmean,Tsd,Tsd_short,CTmin,CTmax,Topt,Inc,Sigma,Scale,Tpers,Fec,Dens,BRate,Rep,Tmax,Tmin,CTrange,CTmax_sd,CTmin_sd
18,0,2.5,8.198393,24.686033,22.051533,2.702941,4.001901,1.37104,2367,1.291557,1667,56.85,0,20.5,15.5,16.48764,-1.99527273321463,0.764175198994629
18,0,2.5,9.771507,23.257736,22.843697,0.424795,3.7763,1.748094,35409,1.291557,7727,304.83,0,20.5,15.5,13.486229,-2.35770561244678,1.00724349526049
18,0,2.5,5.536461,26.013866,23.143719,2.94471,5.086392,1.110859,61231,1.291557,13,0.29,0,20.5,15.5,20.477405,-1.65833277091725,0.352869167762577
18,0,2.5,8.648022,29.478791,22.71474,6.939773,4.063599,1.030987,74068,0.790235,378,14.62,1,20.5,15.5,20.830769,-0.779101949825094,0.833649219937627
18,0,2.5,8.063099,30.37493,22.490909,8.088838,4.167912,0.954273,27723,0.790235,358,13.76,1,20.5,15.5,22.311831,-0.55170510031675,0.743270368146392
18,0,2.5,12.203983,33.273417,25.176459,8.307307,3.747494,1.001243,40950,0.790235,125,4.57,1,20.5,15.5,21.069434,0.183791080678492,1.38309533881894
18,0,2.5,1.18467,31.735361,25.69849,6.193701,7.081563,0.731113,1342,0.790235,227,8.74,1,20.5,15.5,30.550691,-0.206493338108557,-0.319543908514865
18,0,2.5,-1.58479,42.176727,20.576787,22.161081,6.402046,0.466882,9638,0.790235,152,5.27,1,20.5,15.5,43.761517,2.44302167347285,-0.747464532052927
18,0,2.5,11.073545,41.518288,23.800084,18.178502,3.676448,0.654434,55698,0.790235,31,1.06,1,20.5,15.5,30.444743,2.275941617596,1.20842672694835
18,0,2.5,2.157782,27.176066,24.113975,3.141641,6.342714,0.914446,41537,0.790235,390,14.49,1,20.5,15.5,25.018284,-1.3634224740787,-0.169184382176745
18,0,2.5,6.633464,34.326926,25.265187,9.297152,5.38234,0.774912,51252,0.790235,194,6.85,1,20.5,15.5,27.693462,0.451120844843077,0.522371600649538
