Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
18,2.5,0,18.2573492539945
18,2.5,0.5,16.8874902243332
18,2.5,1,17.4440002891384
18,2.5,1.5,17.3337612107998
18,2.5,2,16.5177032067726
18,2.5,2.5,16.6801752065462
18,2.5,3,16.8054019243499
18,2.5,3.5,16.6839181252189
18,2.5,4,16.1004952039399
18,2.5,4.5,16.1337103535028
18,2.5,5,15.7707317168214
