Tmean,Tsd,Tsd_short,CTmin,CTmax,Topt,Inc,Sigma,Scale,Tpers,Fec,Dens,BRate,Rep,Tmax,Tmin,CTrange,CTmax_sd,CTmin_sd
18,0,2.5,5.370277,31.74778,24.005044,7.943884,5.383219,0.782008,1649,0.82647,207,7.84,5,20.5,15.5,26.377503,-0.19966744083635,0.304853554082885
18,0,2.5,5.845801,32.060859,25.479083,6.752762,5.671671,0.778965,88452,0.82647,156,6.02,5,20.5,15.5,26.215058,-0.12215444015454,0.378603687237218
18,0,2.5,4.265393,28.865639,21.887776,7.159139,5.090761,1.006595,17410,0.82647,398,15.89,5,20.5,15.5,24.600246,-0.913236211971011,0.133494501500698
18,0,2.5,10.510843,38.238956,21.160502,17.522132,3.076478,0.608531,64808,0.82647,60,2.19,5,20.5,15.5,27.728113,1.40743661185879,1.10211599927732
18,0,2.5,4.065461,32.306821,22.787789,9.766325,5.408514,0.68553,19280,0.82647,149,6.69,5,20.5,15.5,28.24136,-0.0612584596713431,0.102486578405729
18,0,2.5,-13.306368,41.429176,22.706814,19.208746,10.403503,0.476108,4233,0.82647,110,3.35,5,20.5,15.5,54.735544,2.19728046927215,-2.59175115067693
18,0,2.5,3.546988,32.037714,23.198132,9.069224,5.676831,0.658285,19108,0.82647,159,6.34,5,20.5,15.5,28.490726,-0.127884745926503,0.0220753840455568
18,0,2.5,5.879982,26.7901,23.697478,3.172965,5.147126,1.087258,80944,0.82647,380,14.99,5,20.5,15.5,20.910118,-1.42710413643136,0.383904898745676
18,0,2.5,1.175214,35.219101,25.25334,10.22466,6.955699,0.592334,43771,0.82647,82,3.63,5,20.5,15.5,34.043887,0.659772211902343,-0.345768611866289
18,0,2.5,8.937191,38.415867,23.269056,15.540307,4.140195,0.699766,57637,0.82647,93,3.99,5,20.5,15.5,29.478676,1.45123674685225,0.858054617436268
18,0,2.5,2.865871,31.746355,23.407971,8.555005,5.93421,0.868224,98531,0.82647,271,11.57,5,20.5,15.5,28.880484,-0.200020246441233,-0.0835606499793919
18,0,2.5,5.073654,33.481196,23.342687,10.401896,5.277566,0.838546,29136,0.82647,252,10.02,5,20.5,15.5,28.407542,0.229496685757443,0.25884959687644
18,0,2.5,13.157115,29.729774,22.760323,7.150508,2.774179,1.050303,52734,0.82647,147,5.9,5,20.5,15.5,16.572659,-0.699291179425952,1.51253253422105
18,0,2.5,6.462509,41.007957,22.10767,19.391294,4.51958,0.560229,24435,0.82647,95,3.13,5,20.5,15.5,34.545448,2.09299385588004,0.474250378292438
18,0,2.5,-18.338845,32.197041,23.25865,9.1706,12.016701,0.4786,99947,0.82647,109,4.1,5,20.5,15.5,50.535886,-0.0884381083058699,-3.37224981919023
18,0,2.5,-1.735456,31.796964,26.391113,5.546289,8.125215,0.626664,75625,0.82647,100,4.02,5,20.5,15.5,33.53242,-0.187490324435907,-0.79719125313849
18,0,2.5,-8.532706,31.574441,26.233376,5.47982,10.04324,0.62367,9114,0.82647,162,6.71,5,20.5,15.5,40.107147,-0.242583209780239,-1.85139270791951
18,0,2.5,6.801718,28.554889,24.075085,4.596184,4.989938,1.120766,65450,0.82647,336,13.36,5,20.5,15.5,21.753171,-0.990172592123855,0.526859098182807
18,0,2.5,8.843764,27.706829,24.227724,3.569488,4.444125,1.013518,48851,0.82647,224,9.24,5,20.5,15.5,18.863065,-1.20013772986294,0.843564804744985
18,0,2.5,6.213434,32.760666,26.519326,6.403482,5.865975,0.774957,71697,0.82647,85,3.84,5,20.5,15.5,26.547232,0.0511057927839017,0.435620751995099
18,0,2.5,4.187389,35.133122,22.606613,12.851933,5.320953,0.592474,89882,0.82647,126,4.21,5,20.5,15.5,30.945733,0.638485283409466,0.121396678075233
18,0,2.5,-2.059583,33.613345,24.463621,9.387423,7.662034,0.598576,62066,0.82647,68,3.46,5,20.5,15.5,35.672928,0.262214515848573,-0.847460870253324
18,0,2.5,3.240642,27.269779,24.835866,2.497143,6.238437,0.81033,54649,0.82647,202,8.09,5,20.5,15.5,24.029137,-1.30834382783816,-0.0254365360495325
18,0,2.5,9.340439,29.278939,25.881908,3.485282,4.778506,1.244762,66161,0.82647,242,9.68,5,20.5,15.5,19.9385,-0.810910207410528,0.920595296128024
18,0,2.5,-1.441133,32.266561,26.979898,5.424004,8.210279,0.730567,46861,0.82647,153,6.67,5,20.5,15.5,33.707694,-0.0712261464451265,-0.751544008329852
18,0,2.5,7.206753,32.838727,25.445731,7.585057,5.268884,0.907595,70950,0.82647,170,6.86,5,20.5,15.5,25.631974,0.0704323600280238,0.589676926898425
18,0,2.5,3.942565,42.241715,26.699193,15.946298,6.573944,0.680468,80169,0.82647,9,0.34,5,20.5,15.5,38.29915,2.39845121550872,0.0834263493444514
18,0,2.5,-9.594129,25.151684,23.643986,1.546866,9.601841,0.745946,73198,0.82647,272,11.13,5,20.5,15.5,34.745813,-1.8327478893662,-2.01601129201426
18,0,2.5,-8.663603,37.63495,21.876233,16.16811,8.82236,0.49658,83652,0.82647,48,2.11,5,20.5,15.5,46.298553,1.25789506646668,-1.87169383084812
18,0,2.5,9.572166,33.576508,27.223325,6.518231,5.099074,1.042953,99999,1.435814,81,3.1,6,20.5,15.5,24.004342,0.253094305275151,0.956534380391813
18,0,2.5,-4.457472,28.60049,21.840819,6.93528,7.597061,0.636033,99999,1.435814,229,8.2,6,20.5,15.5,33.057962,-0.978882565184676,-1.21935510280375
18,0,2.5,6.536173,32.049525,24.547533,7.696885,5.203129,0.718075,99999,1.435814,97,3.24,6,20.5,15.5,25.513352,-0.124960544523494,0.485675100932474
18,0,2.5,6.540721,35.527356,24.636249,11.174044,5.227444,0.742871,99999,1.435814,99,3.86,6,20.5,15.5,28.986635,0.736090872768037,0.486380460926052
18,0,2.5,0.921913,34.486836,23.991436,10.768058,6.664333,0.629286,99999,1.435814,101,4.04,6,20.5,15.5,33.564923,0.478475933824717,-0.385053658421512
18,0,2.5,5.533218,27.301998,25.552196,1.79526,5.783091,1.053347,29327,1.435814,235,10.51,6,20.5,15.5,21.76878,-1.30036695500745,0.330124456174683
18,0,2.5,2.065172,30.301326,24.803398,5.640757,6.568628,0.722258,6810,1.435814,126,5.71,6,20.5,15.5,28.236154,-0.557784688841501,-0.207742937028082
18,0,2.5,12.230678,30.664063,24.953816,5.858592,3.675465,1.211169,63347,1.435814,124,5.57,6,20.5,15.5,18.433385,-0.467977217473836,1.36884924566127
18,0,2.5,6.945515,35.39516,22.191697,13.546473,4.404324,0.833973,62178,1.435814,251,10.12,6,20.5,15.5,28.449645,0.70336140628152,0.549160912386073
18,0,2.5,6.243652,31.516477,23.458512,8.267302,4.973036,0.830008,546,1.435814,139,7.08,6,20.5,15.5,25.272825,-0.25693410387253,0.440307332532901
18,0,2.5,4.497779,35.934302,24.243413,11.994605,5.704127,0.694671,75760,1.435814,131,5.67,6,20.5,15.5,31.436523,0.836843735705059,0.169535791621076
18,0,2.5,8.771703,32.667518,21.732097,11.219509,3.744004,0.768882,11770,1.435814,162,5.51,6,20.5,15.5,23.895815,0.0280439426198566,0.832388695136985
18,0,2.5,7.489146,29.600406,22.519546,7.264813,4.341988,0.908104,46102,1.435814,226,10.31,6,20.5,15.5,22.11126,-0.731320481526074,0.63347392000887
18,0,2.5,9.913069,28.614879,23.736234,5.005387,3.993242,1.042767,22229,1.435814,191,8.15,6,20.5,15.5,18.70181,-0.975320095115427,1.00940582671778
18,0,2.5,11.737202,30.451295,21.939455,8.732967,2.947231,0.952187,27940,1.435814,151,5.98,6,20.5,15.5,18.714093,-0.520654931817715,1.29231489469587
18,0,2.5,-10.143451,32.208267,21.54925,10.935926,9.155401,0.471115,86844,1.435814,46,2.31,6,20.5,15.5,42.351718,-0.0856587428880232,-2.10120693018311
18,0,2.5,10.83394,33.000195,22.678418,10.589924,3.421638,1.046128,45453,1.435814,186,9.13,6,20.5,15.5,22.166255,0.110409072596067,1.15222587127487
18,0,2.5,2.767186,35.413143,25.522483,10.147608,6.573559,0.804268,76925,1.435814,137,6.21,6,20.5,15.5,32.645957,0.70781368922372,-0.0988659382305324
18,0,2.5,2.167454,35.424932,23.381964,12.35583,6.128456,0.705932,56751,1.435814,178,6.84,6,20.5,15.5,33.257478,0.710732443803356,-0.19187978160524
18,0,2.5,8.340096,30.230759,26.285616,4.047633,5.184109,0.938299,49026,1.435814,106,4.37,6,20.5,15.5,21.890663,-0.575255869978254,0.765449752580264
18,0,2.5,3.66195,29.588455,24.672631,5.043531,6.069574,0.859296,97234,1.435814,213,8.69,6,20.5,15.5,25.926505,-0.734279344532371,0.0399051104267457
18,0,2.5,15.140329,25.669684,23.750065,1.969489,2.487184,2.434277,68775,1.435814,185,7.47,6,20.5,15.5,10.529355,-1.70449995720474,1.820113847832
18,0,2.5,14.642808,30.194699,23.239444,7.135945,2.4834,1.529951,98491,1.435814,115,5.19,6,20.5,15.5,15.551891,-0.584183708653431,1.74295214832351
18,0,2.5,3.407855,28.787519,21.497989,7.478903,5.225885,1.011896,90181,1.435814,424,16.17,6,20.5,15.5,25.379664,-0.932577386605091,0.000496920548106074
18,0,2.5,1.070636,29.688226,24.201059,5.629718,6.681926,0.768227,44589,1.435814,180,7.28,6,20.5,15.5,28.61759,-0.709577752949975,-0.361987859317551
18,0,2.5,-0.229684,29.672806,25.652406,4.124845,7.476829,0.783778,20296,1.435814,184,7.94,6,20.5,15.5,29.90249,-0.713395480969144,-0.563657539803167
