Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
14,2.5,0,16.5092985928931
14.8,2.5,0,17.0245400348711
15.6,2.5,0,16.2067589137404
16.4,2.5,0,18.023742071333
17.2,2.5,0,17.2967997532009
18,2.5,0,17.4776396265512
18.8,2.5,0,18.0747632584136
19.6,2.5,0,19.1458151023604
20.4,2.5,0,19.8341283099856
21.2,2.5,0,20.4543690003933
22,2.5,0,20.8584412693402
