Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
18,0,0,17.8754241554881
18,0.5,0,18.8240505593909
18,1,0,18.5209585535663
18,1.5,0,16.7780360496244
18,2,0,17.9519303291992
18,2.5,0,18.2573492539945
18,3,0,17.1018266842891
18,3.5,0,17.56720632359
18,4,0,18.697146415191
18,4.5,0,18.6153214195544
18,5,0,19.5238853814467
