Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
18,2.5,0,17.4776396265512
18,2.5,0.5,17.2449353963937
18,2.5,1,17.9761916921374
18,2.5,1.5,17.5775704700461
18,2.5,2,18.2288740562791
18,2.5,2.5,16.794111223629
18,2.5,3,17.0797249286384
18,2.5,3.5,16.9621790548298
18,2.5,4,17.177672733158
18,2.5,4.5,16.5466504221275
18,2.5,5,16.7549310193709
