Tmean,Tsd,Tsd_short,Tmin,Tmax,Topt,Lifespan,Rep
18,0,0,17.501994,28.409518,24.403405,198,0
18,0,0,-8.820434,37.725384,23.068994,386,0
18,0,0,3.086581,37.559244,25.149928,386,0
18,0,0,3.962753,37.286636,21.54094,668,0
18,0,0,9.384892,27.886364,25.404806,148,0
18,0,0,-5.764239,33.493353,24.278412,163,0
18,0,0,1.956583,41.042094,28.599154,148,0
18,0,0,11.493569,33.269978,24.926238,141,0
18,0,0,10.93002,33.279705,26.310156,134,0
18,0,0,16.636955,36.771379,27.701908,95,0
18,0,0,10.295772,49.786818,27.975854,102,0
18,0,0,-1.476577,42.412516,27.393061,78,0
18,0,0,-15.196309,37.768174,24.659658,143,0
18,0,0,12.668802,36.39413,23.490347,88,0
18,0,0,16.264073,36.395217,26.682452,94,0
18,0,0,-6.664973,35.384106,21.188267,153,0
18,0,0,8.645955,38.200097,23.41006,108,0
18,0,0,9.364267,28.492537,25.373449,233,0
18,0,0,13.181645,30.269731,23.176725,128,0
18,0,0,18.474073,28.012879,25.114624,182,0
18,0,0,10.865287,34.440666,23.806586,196,0
18,0,0,4.348544,29.926307,24.09237,470,0
18,0,0,9.767844,28.857891,21.755619,23010,0
18,0,0,6.329591,27.328402,23.372655,128,0
18,0,0,-0.303928,40.286013,27.53495,142,0
18,0,0,7.334525,30.185931,23.315343,180,0
18,0,0,16.15329,35.453596,21.062126,81,0
18,0,0,14.444575,34.727802,26.379122,87,0
18,0,0,-0.729979,33.152595,23.693268,102,0
18,0,0,10.935994,37.006611,24.151256,139,0
18,0,0,18.794249,37.93982,25.54926,98,0
18,0,0,14.293933,35.204985,28.672016,78,0
18,0,0,8.952385,33.725021,22.49338,295,0
18,0,0,4.703235,34.510301,23.825795,231,0
18,0,0,15.07336,32.046647,26.580466,151,0
18,0,0,8.766454,32.468143,26.970326,126,0
18,0,0,-0.150322,37.946484,26.606989,116,0
18,0,0,4.018718,40.658573,23.152583,109,0
18,0,0,5.623191,35.213299,25.49477,112,0
18,0,0,3.89314,27.385996,22.053311,162,0
18,0,0,-2.946085,24.916373,19.832497,146,0
18,0,0,13.967574,39.160898,29.522093,126,0
18,0,0,6.690024,42.09251,24.334139,102,0
18,0,0,11.927395,38.76136,25.324665,122,0
18,0,0,1.15428,51.136459,24.054936,142,0
18,0,0,20.229528,35.840561,24.198851,125,0
18,0,0,18.04502,31.966704,24.750522,74,0
18,0,0,-0.882697,40.338871,26.410905,104,0
18,0,0,-1.091198,32.758339,25.237907,136,0
18,0,0,6.016296,33.595164,23.845803,194,0
18,0,0,14.727722,33.393681,23.364045,97,0
18,0,0,5.166411,31.084885,25.648483,196,0
18,0,0,-0.984122,33.842778,23.81543,127,0
18,0,0,-6.086934,38.143797,26.294071,67,0
18,0,0,-7.482101,37.411554,22.756639,124,0
18,0,0,11.183914,30.033281,25.251618,103,0
18,0,0,5.194342,39.636691,25.371833,67,0
18,0,0,2.50512,40.791017,26.860684,120,0
18,0,0,2.521394,36.884302,23.61418,188,0
18,0,0,2.277774,25.08657,21.330628,192,0
18,0,0,-4.385957,38.447323,24.415091,145,0
18,0,0,6.439493,33.380412,23.161068,147,0
18,0,0,3.538112,30.520974,24.348453,160,0
18,0,0,1.17543,35.336486,24.57557,117,0
18,0,0,15.537253,29.579408,24.619138,55,0
18,0,0,-2.360841,34.603067,24.349848,93,0
18,0,0,12.168064,35.228691,27.586881,103,0
18,0,0,10.533601,38.684248,27.728252,109,0
18,0,0,22.686098,30.044268,25.315189,80,0
18,0,0,6.825238,34.641152,24.049892,126,0
18,0,0,16.130957,38.801629,25.089955,131,0
18,0,0,12.009253,32.102637,24.077664,111,0
18,0,0,23.723073,29.642971,23.99488,70,0
18,0,0,22.34811,26.132292,23.059123,51,0
18,0,0,-5.750251,24.330837,24.274131,160,0
18,0,0,22.638051,34.349023,23.611197,102,0
18,0,0,18.576677,32.001815,22.675201,127,0
18,0,0,18.355048,38.667842,26.619139,100,0
18,0,0,9.436784,37.729714,26.794672,165,0
18,0,0,6.807889,37.846029,24.606471,145,0
18,0,0,13.411496,29.497631,24.223482,107,0
18,0,0,10.468549,37.247782,27.619591,110,0
18,0,0,11.174747,41.122111,28.902532,181,0
18,0,0,-18.892849,33.940999,21.660359,142,0
18,0,0,-1.760517,37.79399,28.920086,283,0
18,0,0,-4.439099,30.889507,23.906355,198,0
18,0,0,14.168428,37.350918,27.208471,106,0
18,0,0,9.008677,33.908027,26.211599,235,0
18,0,0,8.624633,46.757259,24.847855,159,0
18,0,0,8.920553,43.507289,27.117121,91,0
18,0,0,14.48622,40.906604,27.930124,63,0
18,0,0,18.243005,37.423216,26.641234,91,0
18,0,0,2.205226,38.813729,22.931924,95,0
18,0,0,0.528719,36.725166,23.972119,98,0
18,0,0,-6.381412,39.542353,25.09979,144,0
18,0,0,-7.881994,35.128108,21.807914,249,0
18,0,0,7.412948,32.129966,23.71135,74,0
18,0,0,7.576312,27.21774,22.634033,162,0
18,0,0,17.149954,27.189096,23.784613,77,0
18,0,0,5.556723,35.667745,27.374178,85,0
18,0,0,6.441984,33.239109,24.359307,95,0
18,0,0,12.4811,34.382249,27.249819,153,0
18,0,0,-12.609662,38.139379,24.048189,99,0
18,0,0,17.267839,45.156288,27.267112,62,0
18,0,0,5.416951,38.306074,29.661098,120,0
18,0,0,6.945339,30.714631,27.033208,214,0
18,0,0,1.483175,32.977906,24.984132,170,0
18,0,0,2.435418,32.117069,24.646998,107,0
18,0,0,1.244344,29.152773,24.507671,150,0
18,0,0,8.496848,30.529168,26.07302,159,0
18,0,0,15.568188,29.195264,25.071153,531,1
18,0,0,-6.744441,37.500348,25.918555,1287,1
18,0,0,7.292163,35.272161,26.251346,1655,1
18,0,0,1.708988,36.073528,25.150558,1956,1
18,0,0,-5.263091,34.923868,24.104549,2151,1
18,0,0,10.840234,31.457278,26.967067,191,1
18,0,0,10.340051,45.167301,29.621571,97,1
18,0,0,-0.193707,41.089765,23.620849,170,1
18,0,0,8.781501,41.220034,24.435179,183,1
18,0,0,-1.3873,30.194871,26.776149,471,1
18,0,0,3.988304,28.87987,23.344054,12265,1
18,0,0,15.015649,32.46912,25.380105,116,1
18,0,0,13.944496,31.28571,25.922977,127,1
18,0,0,10.00629,37.009332,25.065374,130,1
18,0,0,0.216736,27.965636,22.428301,497,1
18,0,0,10.247005,30.555002,22.45547,680,1
18,0,0,-6.823493,25.027002,24.489267,499,1
18,0,0,14.235386,36.784696,22.211216,103,1
18,0,0,8.894682,37.614519,22.407439,209,1
18,0,0,14.344929,38.965835,24.573809,76,1
18,0,0,0.202842,41.26562,23.800841,99,1
18,0,0,-7.341192,36.522564,24.677457,94,1
18,0,0,16.998799,31.739822,21.086748,167,1
18,0,0,8.414612,29.1492,24.381868,758,1
18,0,0,20.223284,39.145444,29.607328,68,1
18,0,0,12.642347,37.284696,24.387036,132,1
18,0,0,2.200355,31.909335,25.113576,159,1
18,0,0,6.484068,40.93576,26.022853,100,1
18,0,0,5.660612,34.186914,27.177618,227,1
18,0,0,-0.83713,31.496854,23.000571,104,1
18,0,0,4.677038,33.475147,20.71946,1095,1
18,0,0,3.535243,40.028848,27.133837,144,1
18,0,0,1.481381,32.688881,23.024201,244,1
18,0,0,20.68581,37.818781,25.160996,98,1
18,0,0,23.296214,34.013709,27.384463,96,1
18,0,0,-0.688599,34.397331,23.237506,629,1
18,0,0,15.352234,32.764815,23.08441,215,1
18,0,0,-3.524481,28.319823,23.561966,185,1
18,0,0,-4.590481,37.585886,24.603141,176,1
18,0,0,-3.137281,35.846807,27.425345,137,1
18,0,0,10.915078,35.476993,28.958555,69,1
18,0,0,-0.026909,36.370287,23.06117,189,1
18,0,0,20.321085,38.723769,26.378505,106,1
18,0,0,-2.017602,26.200566,25.161604,716,1
18,0,0,8.006795,40.154196,24.603444,157,1
18,0,0,14.935573,27.410124,27.361429,258,1
18,0,0,10.974798,37.351642,23.775623,94,1
18,0,0,-1.218862,33.01762,23.401129,238,1
18,0,0,6.577149,35.072053,24.628041,206,1
18,0,0,-11.750843,31.927222,24.564719,171,1
18,0,0,7.091667,27.710931,23.863544,515,1
18,0,0,13.923659,30.110455,21.878032,210,1
18,0,0,-2.178198,33.861756,22.954236,244,1
18,0,0,6.651552,31.553085,24.801,368,1
18,0,0,8.98585,34.237099,21.928144,180,1
18,0,0,-3.224618,39.346261,26.446841,125,1
18,0,0,5.015801,33.157299,25.55206,103,1
18,0,0,6.224229,27.198176,24.189352,55022,1
18,0,0,18.242427,38.637135,25.124854,97,1
18,0,0,17.838501,39.682588,21.901988,129,1
18,0,0,27.384276,35.045162,28.205332,56,1
18,0,0,14.495181,36.654135,27.040342,667,1
18,0,0,13.127046,38.953644,26.506577,3660,1
18,0,0,18.317928,27.129277,23.140064,217,1
18,0,0,13.566172,37.533217,26.152923,16819,1
18,0,0,11.949601,40.471844,26.551563,271,1
18,0,0,24.880318,37.361409,24.921771,102,1
18,0,0,18.235761,34.373903,23.021998,124,2
18,0,0,19.719279,33.066573,24.875269,74,2
18,0,0,22.359811,39.941252,28.350415,134,2
18,0,0,14.348507,40.881104,27.86717,316,2
18,0,0,20.404952,32.860364,25.33997,122,2
18,0,0,22.497781,36.58714,25.034119,103,2
18,0,0,19.512039,37.272709,28.334888,79,2
18,0,0,16.362703,28.84466,24.952737,281,2
18,0,0,13.539819,37.200175,25.147841,14855,2
18,0,0,11.821082,41.590629,27.624665,128,2
18,0,0,12.621871,44.450806,23.723363,24082,2
18,0,0,8.353241,39.96522,28.080526,31807,2
18,0,0,22.576663,43.760516,30.391069,111,2
18,0,0,18.367062,39.108819,22.53496,92,2
18,0,0,10.591025,41.012914,24.571837,18441,2
18,0,0,13.676057,42.150471,28.690805,175,2
18,0,0,10.552832,37.339182,26.002875,26346,2
18,0,0,18.321407,33.275417,25.507902,102,2
18,0,0,8.551647,39.708196,26.157646,1800,2
18,0,0,13.393003,36.787101,24.504292,389,2
18,0,0,19.845318,33.551169,25.224503,128,2
18,0,0,11.922152,36.335062,25.575553,1048,2
18,0,0,16.769522,34.717478,25.349347,111,2
18,0,0,11.253394,38.529859,26.692514,460,2
18,0,0,9.847472,34.810245,26.86035,47733,2
18,0,0,-0.047544,40.308802,24.724418,44868,2
18,0,0,12.210923,41.498186,25.514998,396,2
18,0,0,12.758968,35.520336,25.886557,103,2
18,0,0,0.047631,40.492098,26.186455,58944,2
18,0,0,7.045626,43.38308,25.563202,3101,2
18,0,0,4.438541,38.03763,27.382422,42788,2
18,0,0,4.646539,39.131436,26.735073,28536,2
18,0,0,15.556393,37.814797,27.760193,143,2
18,0,0,23.68364,49.685764,30.673173,94,2
18,0,0,19.391722,34.446642,26.403187,154,2
18,0,0,6.353116,37.326805,25.64693,38705,2
18,0,0,2.413748,43.597612,22.544559,32285,2
18,0,0,23.206453,48.907244,26.673131,252,2
18,0,0,9.430001,33.286909,27.436865,8017,2
18,0,0,-4.612832,36.094354,26.885476,45529,2
18,0,0,8.482966,39.021249,25.266424,1953,2
18,0,0,23.83711,33.868528,23.890639,140,2
18,0,0,14.889542,34.28909,26.085634,99,2
18,0,0,8.833835,39.571587,26.063062,801,2
18,0,0,14.480287,26.500083,26.180683,40843,2
18,0,0,8.056716,33.788109,27.068025,17734,2
18,0,0,17.046137,34.917103,25.453735,62,2
18,0,0,22.90288,44.365676,27.964899,109,3
18,0,0,25.239625,31.269458,27.145052,160,3
18,0,0,18.291262,38.553915,24.337894,172,3
18,0,0,18.70231,45.411654,28.243267,102,3
18,0,0,16.015529,32.914939,23.625298,11558,3
18,0,0,13.534474,38.630504,25.620947,3448,3
18,0,0,6.08013,45.877836,28.63196,1994,3
18,0,0,19.15573,27.660414,25.453192,127,3
18,0,0,15.829621,36.785862,24.722182,149,3
18,0,0,11.474613,39.932769,26.799417,519,3
18,0,0,20.930741,33.295381,28.019969,79,3
18,0,0,24.404869,38.141265,25.239525,137,3
18,0,0,14.726349,30.913129,30.367135,251,3
18,0,0,10.410803,44.183207,27.434453,254,3
18,0,0,12.235018,36.681787,27.109521,239,3
18,0,0,15.216965,38.031034,26.619154,196,3
18,0,0,9.149093,38.888684,28.054709,3187,3
18,0,0,12.970701,40.305752,26.365894,204,3
18,0,0,15.119468,31.019662,24.394347,42792,3
18,0,0,13.832829,38.984856,26.31098,302,3
18,0,0,8.193882,47.65093,25.895107,1162,3
18,0,0,14.05364,38.653771,23.804832,599,3
18,0,0,16.840295,36.009578,23.431454,128,3
18,0,0,6.819322,39.985845,26.753884,10594,3
18,0,0,22.984942,37.850347,27.906156,73,3
18,0,0,4.52989,42.957156,27.088738,29433,3
18,0,0,9.219068,39.197134,26.971838,51157,3
18,0,0,-2.722895,43.382635,26.908502,21281,3
18,0,0,2.529649,42.266241,27.242553,22612,3
18,0,0,9.377916,40.747249,25.203182,425,3
18,0,0,18.028271,38.512924,23.4103,234,3
18,0,0,17.802723,38.093389,27.405705,116,3
18,0,0,0.935059,39.671426,27.925156,38969,3
18,0,0,12.911951,31.255877,26.667941,11661,3
18,0,0,10.522891,37.131976,26.591479,361,3
18,0,0,13.875806,31.295207,26.769613,473,3
18,0,0,15.129515,30.106456,23.17682,14076,3
18,0,0,14.402215,35.010512,22.439249,15901,3
18,0,0,9.943932,38.833474,24.757866,398,3
18,0,0,18.325535,34.377015,23.999611,76,3
18,0,0,-0.131501,40.032649,25.7375,46600,3
18,0,0,4.865828,43.456919,25.087527,200,3
18,0,0,19.756188,30.598634,27.645524,117,3
18,0,0,0.362011,39.917221,26.224678,44748,3
18,0,0,8.253398,35.376149,27.069254,70821,3
18,0,0,6.392224,38.581336,25.521775,26101,3
18,0,0,21.845546,32.430667,24.974095,117,4
18,0,0,19.374925,29.1084,22.078216,89,4
18,0,0,17.608188,45.052944,27.836713,94,4
18,0,0,22.092205,35.731579,23.818406,76,4
18,0,0,22.977901,35.006608,27.873542,109,4
18,0,0,15.69967,36.14342,27.471767,188,4
18,0,0,20.961666,35.752482,23.487874,103,4
18,0,0,17.845519,41.067652,25.949322,175,4
18,0,0,5.463731,48.052319,30.009958,376,4
18,0,0,18.793654,39.118743,25.907609,123,4
18,0,0,16.349592,30.478644,25.918666,200,4
18,0,0,14.960034,34.937036,24.842583,396,4
18,0,0,22.093737,39.999511,27.648011,113,4
18,0,0,12.180007,40.716722,27.400288,207,4
18,0,0,11.643098,34.510836,27.03965,24707,4
18,0,0,-6.429843,43.833267,26.433555,53501,4
18,0,0,0.42968,44.265028,25.564498,40251,4
18,0,0,15.961485,41.055361,28.28084,95,4
18,0,0,11.179478,38.667998,26.317161,508,4
18,0,0,22.645715,33.214787,28.343188,121,4
18,0,0,3.15505,40.929561,27.24011,64508,4
18,0,0,10.624257,37.005533,26.0714,64763,4
18,0,0,11.940554,43.46408,23.158307,1486,4
18,0,0,11.188495,38.87652,26.155997,275,4
18,0,0,14.583494,33.481328,26.021042,195,4
18,0,0,-5.444761,42.464902,26.330874,53729,4
18,0,0,3.013286,43.167324,25.974611,73847,4
18,0,0,-0.217475,44.633922,24.444606,6753,4
18,0,0,1.369787,38.196787,29.412972,19283,4
18,0,0,5.464553,36.255726,29.348422,43629,4
18,0,0,11.269087,37.147137,24.572127,38714,4
18,0,0,0.066142,36.955355,29.292159,98122,4
18,0,0,21.739986,31.932995,26.691886,143,5
18,0,0,21.380633,46.439706,29.201654,170,5
18,0,0,19.472878,26.639111,26.024579,80,5
18,0,0,21.681716,32.59323,23.627562,106,5
18,0,0,11.845541,41.085007,28.859429,2697,5
18,0,0,23.014603,36.109075,24.16555,75,5
18,0,0,9.605851,39.277377,29.747863,28424,5
18,0,0,16.467108,42.347422,26.628407,183,5
18,0,0,16.163937,40.542024,27.048429,168,5
18,0,0,14.688898,35.181783,26.12339,181,5
18,0,0,14.860716,31.592047,24.837494,12867,5
18,0,0,4.222051,45.768658,27.002779,35843,5
18,0,0,2.135545,43.478651,29.065339,7625,5
18,0,0,10.674411,37.606583,27.421448,15383,5
18,0,0,17.132277,30.639183,25.322359,187,5
18,0,0,2.901022,46.116372,29.631768,116,5
18,0,0,11.033354,36.471787,26.598908,35493,5
18,0,0,13.727089,35.002164,24.171422,61819,5
18,0,0,4.45187,40.666817,28.126781,52186,5
18,0,0,12.708668,30.784449,27.679656,49937,5
