Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
18,0,0,18.2352516159113
18,0.5,0,17.9529018321406
18,1,0,18.7360073604561
18,1.5,0,17.3133419717683
18,2,0,18.0223697675451
18,2.5,0,16.7929359090395
18,3,0,17.2212661561407
18,3.5,0,16.9183451169017
18,4,0,18.0208614314646
18,4.5,0,17.9891291989926
18,5,0,18.1425941467499
