Family,Species,Sample.Size,Elev_up,Elev_low,Elev_mid,RS,W_length,B_length,Weight,CTmax,CTmin,TTrange,STmax,STmin,STR,STmean,Location,DTmax,DTmin,DTmean,DTR,Group
Geometridae,SJ_GEO100,4,2612,1536,2074,1076,18.8225,12.92,0.018145,42.4,3.3,39.1,19.7,-8.6,28.3,9.36,China,23.62741813,14.71428457,18.07497202,8.91313355,C2
Pyralidae,SJ_PYR12,2,2612,1536,2074,1076,13.965,13.92,0.0274,44.4,0.4,44,19.7,-8.6,28.3,9.36,China,23.62741813,14.71428457,18.07497202,8.91313355,C2
Drepanidae,SJ_THY01,15,2612,1536,2074,1076,24.3825,19.50692308,0.06654,42.4,3.6,38.8,19.7,-8.6,28.3,9.36,China,23.62741813,14.71428457,18.07497202,8.91313355,C2
Erebidae,SJ_ARC05,14,2612,1494,2053,1118,22.4,16.985,0.060004615,39.9,4.766666667,35.13333333,19.81,-8.4,28.21,9.51,China,23.66874401,14.79848652,18.13838452,8.870257484,C2
Geometridae,SJ_GEO001,28,2612,1494,2053,1118,22.44,17.53,0.0436775,42.5625,1.4,41.1625,19.81,-8.4,28.21,9.51,China,23.66874401,14.79848652,18.13838452,8.870257484,C2
Erebidae,SJ_LIT10,22,2612,1494,2053,1118,16.04,10.92,0.014189,40.07,1.066666667,39.00333333,19.81,-8.4,28.21,9.51,China,23.66874401,14.79848652,18.13838452,8.870257484,C2
Erebidae,SJ_ARC06,113,3579,860,2219.5,2719,18.84230088,15.46901786,0.050907143,39.94545455,-0.561538462,40.50699301,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Geometridae,SJ_GEO022,34,3579,860,2219.5,2719,15.18441176,9.494411765,0.007950588,42.7,-0.209090909,42.90909091,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Geometridae,SJ_GEO068,16,3579,860,2219.5,2719,19.344375,13.6925,0.023056875,43.04285714,0.76,42.28285714,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Erebidae,SJ_LIT27,6,3579,860,2219.5,2719,15.95833333,10.51166667,0.02172,43.66666667,-1.233333333,44.9,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Noctuidae,SJ_NOC016,17,3579,860,2219.5,2719,15.84647059,14.97882353,0.048844667,39.8,1.7,38.1,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Noctuidae,SJ_NOC045,20,3579,860,2219.5,2719,17.313,16.567,0.055513,40.98,3.6,37.38,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Noctuidae,SJ_NOC057,9,3579,860,2219.5,2719,18.62555556,16.22222222,0.068,39.74285714,-1.55,41.29285714,18.94,-10.01,28.95,8.37,China,23.34108879,14.13088534,17.63561394,9.210203441,C2
Erebidae,SJ_ARC09,7,2000,860,1430,1140,20.69857143,14.75714286,0.075374286,45.9,3.666666667,42.23333333,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Cossidae,SJ_COS02,5,2000,860,1430,1140,22.034,23.38,0.154166,46.7,14,32.7,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Geometridae,SJ_GEO065,5,2000,860,1430,1140,28.472,19.524,0.094142,43.8,2.8,41,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Geometridae,SJ_GEO066,22,2000,860,1430,1140,24.59428571,18.01272727,0.042428182,44.03076923,3.55,40.48076923,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Geometridae,SJ_GEO120,9,2000,860,1430,1140,17.17222222,12.83444444,0.01356,41.9,0.75,41.15,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Erebidae,SJ_HYP05,10,2000,860,1430,1140,14.468,12.048,0.013116,43.3,4.125,39.175,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Noctuidae,SJ_NOC063,4,2000,860,1430,1140,14.45666667,11.76,0.021633333,44.5,2.6,41.9,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Sphingidae,SJ_SPH01,16,2000,860,1430,1140,40.224375,38.668125,0.31945125,41.87142857,8.975,32.89642857,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Uraniidae,SJ_URA02,5,2000,860,1430,1140,12.326,9.526,0.00946,45.1,-2.3,47.4,22.08,-4.15,26.23,11.4,China,27.47599508,17.20571318,21.02851755,10.27028189,C1
Geometridae,SJ_GEO129,17,2000,1864,1932,136,17.95058824,10.38,0.008524706,42.4875,-0.028571429,42.51607143,20.02,-7.88,27.9,9.59,China,23.99101117,15.24198579,18.5564544,8.749025377,C2
Erebidae,SJ_LIT05,18,2370,1494,1932,876,20.03722222,15.01055556,0.033556667,38,0.825,37.175,20.02,-7.88,27.9,9.59,China,23.99101117,15.24198579,18.5564544,8.749025377,C2
Erebidae,SJ_LIT16,9,2000,1864,1932,136,19.40555556,14.12,0.031001111,39.06666667,2.05,37.01666667,20.02,-7.88,27.9,9.59,China,23.99101117,15.24198579,18.5564544,8.749025377,C2
Erebidae,SJ_LIT32,5,2000,1864,1932,136,18.222,12.004,0.015252,40.06666667,8.7,31.36666667,20.02,-7.88,27.9,9.59,China,23.99101117,15.24198579,18.5564544,8.749025377,C2
Crambidae,SJ_CRA07,9,2000,2000,2000,0,10.70444444,9.332857143,0.004477778,40.55,-1.76,42.31,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Geometridae,SJ_GEO002,2,2000,2000,2000,0,15.565,8.51,0.01065,41.1,-0.4,41.5,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Geometridae,SJ_GEO089,13,2000,2000,2000,0,22.72615385,15.16636364,0.032223077,44.72,1.5375,43.1825,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Geometridae,SJ_GEO121,4,2000,2000,2000,0,15.6275,10.7775,0.008625,42.15,-3.3,45.45,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Geometridae,SJ_GEO143,2,2000,2000,2000,0,15.995,9.605,0.0105,42.9,-0.8,43.7,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Geometridae,SJ_GEO154,9,2000,2000,2000,0,15.42888889,11.43142857,0.008355556,41.125,-2.08,43.205,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Erebidae,SJ_HER03,9,2000,2000,2000,0,17.295,12.75,0.013777778,41.875,2.525,39.35,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Erebidae,SJ_LIT12,25,2000,2000,2000,0,19.8004,12.0724,0.016275,40.38333333,1.96,38.42333333,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Erebidae,SJ_LIT14,8,2000,2000,2000,0,18.99375,12.6125,0.019457143,41.86666667,1.3,40.56666667,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Erebidae,SJ_LIT31,4,2000,2000,2000,0,15.8425,9.5875,0.0087,42.3,-1.8,44.1,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Noctuidae,SJ_NOC022,2,2000,2000,2000,0,14.455,12.18,0.03215,41.5,1.9,39.6,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Noctuidae,SJ_NOC028,9,2000,2000,2000,0,13.39777778,12.83,0.024922222,41.93333333,-0.34,42.27333333,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Noctuidae,SJ_NOC031,2,2000,2000,2000,0,18.355,17.015,0.05525,41,0.9,40.1,20.09,-7.883333333,27.97333333,9.868611111,China,23.77304267,15.01099621,18.29842561,8.762046459,C2
Bombycidae,SJ_BOM01,8,860,860,860,0,15.90875,14.64714286,0.0564875,46.46,6.933333333,39.52666667,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Crambidae,SJ_CRA05,5,860,860,860,0,14.566,16.522,0.0151,45.03333333,2.15,42.88333333,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Crambidae,SJ_CRA06,2,860,860,860,0,15.915,13.495,0.01595,44.6,4.7,39.9,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_ERE04,4,860,860,860,0,21.7225,15.9075,0.047975,42.85,0.55,42.3,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_ERE05,9,860,860,860,0,16.26666667,13.44222222,0.026556667,43.05,3.633333333,39.41666667,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_ERE08,3,860,860,860,0,22.91666667,18.53333333,0.0526,45,3.35,41.65,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_ERE17,3,860,860,860,0,22.16,18.03,0.07898,44,6.6,37.4,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO013,3,860,860,860,0,21.04333333,16.90666667,0.039566667,43.4,1.2,42.2,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO020,4,860,860,860,0,29.18,21.0875,0.05814,43.5,0.4,43.1,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO055,10,860,860,860,0,31.407,22.882,0.130347,43.32,7.95,35.37,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO072,9,860,860,860,0,16.15875,13.52875,0.01334625,43.7,2.1,41.6,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO093,4,860,860,860,0,15.565,11.97333333,0.013433333,45.4,2.4,43,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO101,3,860,860,860,0,14.12,10.25333333,0.009333333,44.45,0.9,43.55,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO104,9,860,860,860,0,17.29,12.96777778,0.0221675,46.275,0.725,45.55,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO119,6,860,860,860,0,15.89333333,11.665,0.012766667,45.15,2,43.15,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Geometridae,SJ_GEO133,2,860,860,860,0,16.505,11.695,0.01505,41.6,2.3,39.3,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_HYP01,2,860,860,860,0,15.45,12.335,0.01745,45.6,-2,47.6,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_HYP02,9,860,860,860,0,13.26555556,10.51111111,0.013015556,44.26666667,3.325,40.94166667,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Limacodidae,SJ_LIM03,3,860,860,860,0,16.88333333,16.12333333,0.044406667,46.6,5,41.6,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Limacodidae,SJ_LIM05,7,860,860,860,0,14.24428571,14.98,0.041508333,45.4,4.433333333,40.96666667,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Limacodidae,SJ_LIM06,2,860,860,860,0,14.54,12.775,0.0372,45.8,5.9,39.9,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Erebidae,SJ_LYM02,6,860,860,860,0,17.875,13.86,0.03094,44,3.5,40.5,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Noctuidae,SJ_NOC002,2,860,860,860,0,14.75,11.65,0.02295,43.8,0.6,43.2,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Notodontidae,SJ_NOT04,2,860,860,860,0,42.495,34.01,0.51995,45.1,5.3,39.8,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Notodontidae,SJ_NOT08,5,860,860,860,0,18.034,13.384,0.0471,42.93333333,2.55,40.38333333,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Notodontidae,SJ_NOT14,3,860,860,860,0,19.89666667,22.57333333,0.0784,43.9,6.75,37.15,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Notodontidae,SJ_NOT16,2,860,860,860,0,24.395,20.67,0.0943,42.2,11.8,30.4,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Pyralidae,SJ_PYR04,3,860,860,860,0,16.20333333,15.37333333,0.045433333,41,5,36,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Pyralidae,SJ_PYR05,2,860,860,860,0,14.655,12.955,0.01835,43.5,0.1,43.4,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Sphingidae,SJ_SPH02,9,860,860,860,0,40.59111111,37.96777778,0.414366667,44,13.32,30.68,25.82333333,0.113333333,25.71,15.40277778,China,29.70268083,19.61028811,22.79452441,10.09239272,C1
Endromidae,SJ_END02,2,1536,1536,1536,0,22.94,17.42,0.1134,43.8,10.7,33.1,20.09,-7.88,27.97,9.87,China,26.81222705,16.84916909,20.69487659,9.963057974,C1
Notodontidae,SJ_NOT07,2,1536,1536,1536,0,34.33,22.99,0.3588,42.2,4.4,37.8,20.09,-7.88,27.97,9.87,China,26.81222705,16.84916909,20.69487659,9.963057974,C1
Pyralidae,SJ_PYR07,5,1536,1536,1536,0,15.372,14.034,0.02464,45.33333333,4.5,40.83333333,20.09,-7.88,27.97,9.87,China,26.81222705,16.84916909,20.69487659,9.963057974,C1
Cossidae,SJ_COS01,24,3579,1864,2721.5,1715,18.55333333,18.20043478,0.117595,43.88571429,0,43.88571429,17.97,-11.8,29.77,6.95,China,20.72465746,10.72711408,14.72681865,9.997543378,C3
Noctuidae,SJ_NOC033,6,3579,1864,2721.5,1715,16.30166667,13.70833333,0.032948333,40.1,-2.65,42.75,17.97,-11.8,29.77,6.95,China,20.72465746,10.72711408,14.72681865,9.997543378,C3
Drepanidae,SJ_THY11,24,3579,1864,2721.5,1715,21.30375,16.99958333,0.06787625,40.03333333,-2.588888889,42.62222222,17.97,-11.8,29.77,6.95,China,20.72465746,10.72711408,14.72681865,9.997543378,C3
Drepanidae,SJ_THY13,24,3579,1864,2721.5,1715,16.78541667,13.65916667,0.028032174,40.59,-0.722222222,41.31222222,17.97,-11.8,29.77,6.95,China,20.72465746,10.72711408,14.72681865,9.997543378,C3
Geometridae,SJ_GEO018,3,2612,2612,2612,0,13.38666667,9.136666667,0.0052,43.25,-3.5,46.75,17.46,-12.6,30.06,6.21,China,21.53323705,11.60682539,15.6609441,9.92641166,C3
Erebidae,SJ_HYP03,5,2612,2612,2612,0,11.592,9.263333333,0.0062,42.6,1.033333333,41.56666667,17.46,-12.6,30.06,6.21,China,21.53323705,11.60682539,15.6609441,9.92641166,C3
Erebidae,SJ_LIT18,2,2612,2612,2612,0,11.56,8.1,0.005,41.2,0.5,40.7,17.46,-12.6,30.06,6.21,China,21.53323705,11.60682539,15.6609441,9.92641166,C3
Noctuidae,SJ_NOC025,5,2612,2612,2612,0,14.116,11.412,0.01518,44.1,-0.5,44.6,17.46,-12.6,30.06,6.21,China,21.53323705,11.60682539,15.6609441,9.92641166,C3
Crambidae,SJ_CRA02,10,2612,860,1736,1752,17.193,16.31555556,0.0276725,44.2,2.56,41.64,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Crambidae,SJ_CRA03,16,2612,860,1736,1752,14.864375,13.21571429,0.014975,43.8875,1.55,42.3375,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Crambidae,SJ_CRA04,4,2612,860,1736,1752,17.985,14.785,0.019975,44.65,3.2,41.45,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Drepanidae,SJ_DRE02,11,2612,860,1736,1752,16.14818182,10.19428571,0.010881818,43.98,0.55,43.43,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Drepanidae,SJ_DRE08,9,2612,860,1736,1752,20.9,11.56555556,0.016677778,42.6,-0.866666667,43.46666667,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_ERE06,26,2612,860,1736,1752,20.21961538,16.50346154,0.055553846,43.1,3.98,39.12,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_ERE11,9,2612,860,1736,1752,21.25777778,15.85222222,0.035277778,43.8,5.1,38.7,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_ERE16,17,2612,860,1736,1752,20.59705882,16.01411765,0.046370588,44.08,4,40.08,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO005,5,2612,860,1736,1752,15.94,13.288,0.013142,43.85,1.65,42.2,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO016,13,2612,860,1736,1752,13.69769231,10.69,0.008813846,47.4,4.466666667,42.93333333,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO060,9,2612,860,1736,1752,24.83555556,17.67555556,0.049713333,42.93333333,3.533333333,39.4,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO083,5,2612,860,1736,1752,19.22,14.084,0.02181,43.5,2.2,41.3,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO084,17,2612,860,1736,1752,14.62823529,11.35076923,0.01643,44.18,0.875,43.305,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO107,3,2612,860,1736,1752,15.93666667,10.86,0.009313333,45.5,1.6,43.9,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO126,11,2612,860,1736,1752,24.85363636,15.43454545,0.026554545,43.94,2.05,41.89,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO130,8,2612,860,1736,1752,20.85125,13.15571429,0.0198,43.76666667,2.45,41.31666667,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO142,17,2612,860,1736,1752,16.05058824,9.660714286,0.01008125,41.1,-2.155555556,43.25555556,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Geometridae,SJ_GEO146,9,2612,860,1736,1752,16.45777778,11.78,0.01088375,44.95,2,42.95,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_HER02,11,2612,860,1736,1752,16.19636364,13.37090909,0.0201,43.36,2.64,40.72,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_HER10,41,2612,860,1736,1752,13.78195122,11.93609756,0.013685,44.35,0.583333333,43.76666667,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LIT03,30,2612,860,1736,1752,19.46586207,15.17733333,0.028078,44.22857143,2.85,41.37857143,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LIT11,40,2612,860,1736,1752,15.29763158,10.75078947,0.023638462,39.95454545,2.958333333,36.99621212,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LIT19,5,2612,860,1736,1752,11.51333333,9.38,0.00826,43.9,4.866666667,39.03333333,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LIT39,7,2612,860,1736,1752,15.02714286,10.02428571,0.014357143,40.5,0.05,40.45,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LYM09,6,2612,860,1736,1752,23.45333333,15.008,0.05663,41.8,-0.1,41.9,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Erebidae,SJ_LYM10,5,2612,860,1736,1752,21.188,13.736,0.0416,44.26666667,1.4,42.86666667,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Nolidae,SJ_NOL04,10,2612,860,1736,1752,19.29777778,13.03111111,0.03316,42.74,3.12,39.62,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Notodontidae,SJ_NOT02,13,2612,860,1736,1752,25.84333333,22.87076923,0.144701538,41.2,2.566666667,38.63333333,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Notodontidae,SJ_NOT17,10,2612,860,1736,1752,31.55,23.77888889,0.149447,42.7,0.1,42.6,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Notodontidae,SJ_NOT18,5,2612,860,1736,1752,17.784,15.022,0.02293,43.1,3.05,40.05,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Pyralidae,SJ_PYR02,25,2612,860,1736,1752,15.8028,12.8152381,0.024603333,43.57,1.409090909,42.16090909,20.09,-7.88,27.97,9.87,China,24.7432453,15.84639926,19.37781199,8.896846049,C2
Crambidae,SJ_CRA11,7,2612,2602,2607,10,11.75285714,10.39,0.008115714,43.6,3.433333333,40.16666667,17.43,-12.64,30.07,6.17,China,21.5701585,11.64699486,15.70359823,9.923163636,C3
Drepanidae,SJ_DRE03,5,2602,2000,2301,602,19.818,10.744,0.011494,40.3,2.7,37.6,18.65,-10.59,29.24,7.95,China,23.17099972,13.79511076,17.38223573,9.375888952,C2
Drepanidae,SJ_DRE04,3,2856,2000,2428,856,16.14,11.35,0.017226667,41.8,0,41.8,18.2,-11.41,29.61,7.29,China,22.51021953,12.90527797,16.6906685,9.604941554,C2
Noctuidae,SJ_NOC011,4,2856,2000,2428,856,20.2775,15.295,0.054075,42.7,0.8,41.9,18.2,-11.41,29.61,7.29,China,22.51021953,12.90527797,16.6906685,9.604941554,C2
Pyralidae,SJ_PYR06,7,2856,2000,2428,856,13.21285714,10.34428571,0.015067143,40.075,-1.2,41.275,18.2,-11.41,29.61,7.29,China,22.51021953,12.90527797,16.6906685,9.604941554,C2
Drepanidae,SJ_THY17,4,2856,2000,2428,856,19.7025,15.54,0.061695,40.6,4.1,36.5,18.2,-11.41,29.61,7.29,China,22.51021953,12.90527797,16.6906685,9.604941554,C2
Drepanidae,SJ_DRE07,2,3147,3147,3147,0,15.285,8.88,0.00475,42.8,-4.3,47.1,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Geometridae,SJ_GEO041,5,3147,3147,3147,0,13.42,8.273333333,0.0052,43.6,-4.175,47.775,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Geometridae,SJ_GEO046,2,3147,3147,3147,0,17.365,10.01,0.0083,41,-2.4,43.4,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Geometridae,SJ_GEO051,3,3147,3147,3147,0,11.2,7.38,0.004333333,42,-4,46,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Noctuidae,SJ_NOC012,5,3147,3147,3147,0,15.824,15.644,0.08308,40.46666667,2,38.46666667,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Noctuidae,SJ_NOC042,2,3147,3147,3147,0,13.535,11.47,0.035,41.7,3.4,38.3,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Noctuidae,SJ_NOC044,2,3147,3147,3147,0,15.05,12.665,0.034,36.9,0.4,36.5,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Noctuidae,SJ_NOC046,2,3147,3147,3147,0,16.22,14.45,0.05515,42.4,-2.3,44.7,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Drepanidae,SJ_THY10,2,3147,3147,3147,0,15.82,11.47,0.44745,40.3,-2.9,43.2,16.33,-14.56,30.89,4.58,China,19.81594203,9.578155797,13.48394257,10.23778623,C3
Geometridae,SJ_GEO073,3,2612,2000,2306,612,17.63666667,11.25,0.032033333,41.35,0.9,40.45,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Geometridae,SJ_GEO099,5,2612,2000,2306,612,20.344,14.924,0.02042,40,4.5,35.5,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Lasiocampidae,SJ_LAS01,10,2612,2000,2306,612,19.354,15.978,0.0665,42.58,0.5,42.08,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Lasiocampidae,SJ_LAS04,3,2612,2000,2306,612,17.05,12.86,0.027296667,42.8,0.4,42.4,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Erebidae,SJ_LIT08,2,2612,2000,2306,612,15.26,9.055,0.0092,39.1,1.9,37.2,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Erebidae,SJ_LIT13,9,2612,2000,2306,612,12.94,8.497777778,0.0086025,42.6,-0.55,43.15,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
Erebidae,SJ_LIT15,16,2612,2000,2306,612,18.753125,13.175,0.022695,39.02,-0.416666667,39.43666667,18.64,-10.62,29.25,7.93,China,23.14498475,13.76007797,17.35500867,9.384906771,C2
