Family,Species,Sample.Size,Elev_up,Elev_low,Elev_mid,RS,W_length,B_length,Weight,CTmax,CTmin,TTrange,STmax,STmin,STR,STmean,Location,DTmax,DTmin,DTmean,DTR,Group
Geometridae,Alcis rubicunda,26,3140,2421,2780.5,719,18.8172,13.61826087,0.01106,39.35,-3,42.35,17.87,0.07,17.79,10.24,Taiwan,16.23864073,9.106625578,12.12130962,7.132015152,T3
Geometridae,Arichanna picaria,5,2993,2039,2516,954,29.924,22.27,0.065533333,41.9,0.9,41,19.87,1.78,18.09,12.13,Taiwan,18.63942189,11.30579937,14.26412555,7.333622518,T3
Noctuidae,Diarsia cia,14,2993,2039,2516,954,16.24928571,14.94928571,0.04409,39.7,-0.333333333,40.03333333,19.87,1.78,18.09,12.13,Taiwan,18.63942189,11.30579937,14.26412555,7.333622518,T3
Noctuidae,Xestia tamsi,35,2993,2039,2516,954,18.00441176,15.78970588,0.05546875,38.2875,1.85,36.4375,19.87,1.78,18.09,12.13,Taiwan,18.63942189,11.30579937,14.26412555,7.333622518,T3
Geometridae,Alcis taiwanovariegata,206,2993,544,1768.5,2449,17.22031746,13.59392157,0.019732653,41.76363636,-0.331428571,42.09506494,23.64,6.39,17.25,16.38,Taiwan,22.26980303,15.98452746,18.50043801,6.285275568,T2
Erebidae,Asota egens confinis,8,2993,544,1768.5,2449,30.45875,21.6775,0.122975,43.5,4.325,39.175,23.64,6.39,17.25,16.38,Taiwan,22.26980303,15.98452746,18.50043801,6.285275568,T2
Erebidae,Hesudra divisa,119,2993,544,1768.5,2449,17.69478632,12.76983051,0.020004386,40.58421053,-0.135,40.71921053,23.64,6.39,17.25,16.38,Taiwan,22.26980303,15.98452746,18.50043801,6.285275568,T2
Erebidae,Hypospila bolinoides,7,2993,544,1768.5,2449,20.99571429,17.44714286,0.045342857,40.63333333,4.133333333,36.5,23.64,6.39,17.25,16.38,Taiwan,22.26980303,15.98452746,18.50043801,6.285275568,T2
Geometridae,Amblychia moltrechti,43,2350,1255,1802.5,1095,41.16815789,22.14285714,0.072608293,40.41538462,0.988235294,39.42714932,23.25,6.2,17.06,16,Taiwan,22.39478788,15.94715909,18.51717787,6.447628788,T2
Erebidae,Ammatho shiou,12,1995,1511,1753,484,10.23833333,8.011666667,0.004590909,40.7,0.25,40.45,23.99,6.52,17.47,16.67,Taiwan,22.25054546,15.98107323,18.4758307,6.269472222,T2
Erebidae,Euproctis marginata insulata,11,1995,1511,1753,484,26.403,17.60727273,0.105336364,37.36,4.275,33.085,23.99,6.52,17.47,16.67,Taiwan,22.25054546,15.98107323,18.4758307,6.269472222,T2
Erebidae,Lymantria mathura subpallida,6,1110,876,993,234,22.75666667,20.44,0.0816,46.2,7.6,38.6,26.52,9.03,17.49,19.34,Taiwan,28.80844962,19.08832269,22.69504886,9.720126927,T1
Noctuidae,Amphipyra fuscusa,9,2993,2960,2976.5,33,30.4525,25.17333333,0.2632625,39.18,-0.233333333,39.41333333,16.73,-1.54,18.27,8.82,Taiwan,14.38674426,8.149222445,10.89882769,6.237521812,T3
Noctuidae,Anaplectoides inouei,13,2993,2960,2976.5,33,33.5225,24.45,0.197,39.1,1.166666667,37.93333333,16.73,-1.54,18.27,8.82,Taiwan,14.38674426,8.149222445,10.89882769,6.237521812,T3
Noctuidae,Amphipyra tarokoensis,6,2039,1995,2017,44,26.715,23.47,0.1131,43.03333333,1.65,41.38333333,22.01,3.54,18.47,14.08,Taiwan,20.75742424,14.59996206,16.92737121,6.157462181,T2
Geometridae,Tanaorhinus kina flavinfra,18,2421,1255,1838,1166,23.65444444,16.99833333,0.02921875,39.66,-0.8,40.46,24.96,6.57,18.39,17.07,Taiwan,21.82501282,15.44926457,18.05259642,6.375748252,T2
Erebidae,Hypena tenebralis,11,2421,1110,1765.5,1311,18.253,14.82727273,0.0202,39.2,2.466666667,36.73333333,23.71,6.41,17.3,16.43,Taiwan,22.26607576,15.9838589,18.49567531,6.282216856,T2
Nolidae,Tyana falcata,39,2421,1110,1765.5,1311,14.74621622,11.06846154,0.01165,40.8,-1.666666667,42.46666667,23.71,6.41,17.3,16.43,Taiwan,22.26607576,15.9838589,18.49567531,6.282216856,T2
Notodontidae,Hexafrenum leucodera yamamotoi,5,2039,1110,1574.5,929,22.062,18.674,0.08404,39.7,1.9,37.8,25.06,6.53,18.53,17.15,Taiwan,22.83445308,15.9584392,18.7866679,6.87601388,T2
Notodontidae,Uropyia meticulodina,57,2039,1110,1574.5,929,25.13761905,20.69877193,0.120598246,42.91666667,4.425,38.49166667,25.06,6.53,18.53,17.15,Taiwan,22.83445308,15.9584392,18.7866679,6.87601388,T2
Noctuidae,Apamea taiwana,30,3140,1995,2567.5,1145,18.97166667,15.41633333,0.041221739,41.45714286,3.575,37.88214286,19.53,1.33,18.19,11.72,Taiwan,17.47622728,10.69530303,13.56245939,6.780924242,T3
Crambidae,Omiodes sp.,181,2421,1511,1966,910,18.52502994,15.8541358,0.01655814,39.94166667,-0.103571429,40.0452381,21.76,4.63,17.13,14.49,Taiwan,21.43336705,14.65100043,17.19646757,6.782366624,T2
Noctuidae,Apospasta rantaizanensis,21,2993,1110,2051.5,1883,19.82095238,18.064,0.073613333,41.18,1.633333333,39.54666667,21.26,3.25,18.01,13.63,Taiwan,21.21645778,14.3109975,17.02698575,6.905460282,T2
Erebidae,Hypocala deflorata,8,2993,1110,2051.5,1883,21.9175,22.90125,0.11275,40.03333333,2.866666667,37.16666667,21.26,3.25,18.01,13.63,Taiwan,21.21645778,14.3109975,17.02698575,6.905460282,T2
Geometridae,Comibaena procumbaria,10,2039,343,1191,1696,11.40666667,9.17,0.0044,45.6,4.1,41.5,25.5,7.65,17.85,18.07,Taiwan,27.16480135,18.42627542,21.68870143,8.738525926,T1
Erebidae,Cyana hamata hamata,57,2039,343,1191,1696,16.63109091,12.18280702,0.016594643,43.32,2.38,40.94,25.5,7.65,17.85,18.07,Taiwan,27.16480135,18.42627542,21.68870143,8.738525926,T1
Geometridae,Arichanna ochrivena,15,2993,2300,2646.5,693,24.258,15.97857143,0.030542857,41.7,-0.757142857,42.45714286,18.28,0.77,17.51,10.82,Taiwan,17.59084849,10.01848485,13.13681134,7.572363637,T3
Geometridae,Rikiosatoa mavi,5,2993,2300,2646.5,693,22.062,14.624,0.02154,38.55,-1.25,39.8,18.28,0.77,17.51,10.82,Taiwan,17.59084849,10.01848485,13.13681134,7.572363637,T3
Nolidae,Blenina quinaria,39,1995,900,1447.5,1095,17.68846154,16.78358974,0.061407692,42.40714286,2.72,39.68714286,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Noctuidae,Checupa stegeri,5,1995,900,1447.5,1095,26.4925,22.936,0.25206,43.7,4.033333333,39.66666667,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Crambidae,Cotachena pubescens,5,1995,900,1447.5,1095,10.284,8.382,0.00522,43.3,0.8,42.5,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Noctuidae,Fascionycta fasciata,61,1995,900,1447.5,1095,17.0065,16.84633333,0.050958333,44.14193548,3.644827586,40.4971079,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Geometridae,Myrioblephara fenchihuana,11,1995,900,1447.5,1095,13.00090909,9.93,0.007309091,42.72857143,-0.6,43.32857143,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Erebidae,Paraona staudingeri formosana,40,1995,900,1447.5,1095,20.1875,14.96075,0.0357475,41.53846154,1.978571429,39.55989011,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Pyralidae,Salma sp. 2,14,1995,900,1447.5,1095,16.21857143,13.55285714,0.024941667,40.53333333,1.91,38.62333333,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Pyralidae,Salma sp. 3,5,1995,900,1447.5,1095,12.674,11.092,0.01514,40.65,-1.4,42.05,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Notodontidae,Syntypistis umbrosa,4,1995,900,1447.5,1095,20.4775,19.19,0.055875,45.05,-0.1,45.15,24.2,5.83,18.37,16.4,Taiwan,25.01992118,17.5965093,20.41651404,7.423411876,T2
Erebidae,Asota heliconia zebrina,59,2993,343,1668,2650,29.95517241,23.08603448,0.073991228,44.1,2.9,41.2,24.67,6.14,18.53,16.73,Taiwan,23.00783193,15.72182823,18.59509987,7.286003701,T2
Erebidae,Hypocala subsatura,168,2993,343,1668,2650,19.13024242,17.95361446,0.051560242,43.4537037,4.515714286,38.93798942,24.67,6.14,18.53,16.73,Taiwan,23.00783193,15.72182823,18.59509987,7.286003701,T2
Geometridae,Lassaba parvalbidaria parvalbidaria,243,2993,343,1668,2650,24.38052863,18.31506276,0.043972881,41.30666667,0.725,40.58166667,24.67,6.14,18.53,16.73,Taiwan,23.00783193,15.72182823,18.59509987,7.286003701,T2
Noctuidae,Athetis stellata,22,2993,876,1934.5,2117,13.50772727,12.41863636,0.03236,42,3.7,38.3,22.57,5.12,17.46,15.14,Taiwan,21.92660278,14.62539599,17.27422953,7.301206798,T2
Geometridae,Epobeidia lucifera extranigricans,123,2993,876,1934.5,2117,31.68040984,24.39425,0.064838983,40.75714286,2.113043478,38.64409938,22.57,5.12,17.46,15.14,Taiwan,21.92660278,14.62539599,17.27422953,7.301206798,T2
Noctuidae,Nacna buschmannferenci,17,2993,1734,2363.5,1259,16.05411765,14.37176471,0.040883333,40.4,5.9,34.5,21.02,2.53,18.48,13.03,Taiwan,18.92763813,13.22701691,15.48823081,5.700621212,T3
Erebidae,Taicallimorpha albipuncta,48,2993,1734,2363.5,1259,38.44234043,25.026875,0.141678723,38.3047619,3.18,35.1247619,21.02,2.53,18.48,13.03,Taiwan,18.92763813,13.22701691,15.48823081,5.700621212,T3
Erebidae,Avatha chinensis,41,2993,900,1946.5,2093,24.03,19.51682927,0.073904634,40.64166667,2.28125,38.36041667,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Noctuidae,Euplexidia pallidivirens,91,2993,900,1946.5,2093,17.64411111,16.19344444,0.054606098,39.65882353,-0.055,39.71382353,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Erebidae,Hypena sinuosa,14,2993,900,1946.5,2093,15.11214286,11.86785714,0.012185714,45.1,3.5,41.6,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Crambidae,Nevrina procopia,6,2993,900,1946.5,2093,18.34166667,15.38666667,0.0223,40.54,3.2,37.34,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Geometridae,Pogonopygia pavida pavida,26,2993,900,1946.5,2093,29.04923077,20.11538462,0.064069231,41.07272727,0.675,40.39772727,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Erebidae,Rusicada fulvida,2,2993,900,1946.5,2093,21.965,20.31,0.0914,43.1,4.2,38.9,22.26,4.93,17.33,14.89,Taiwan,21.77099253,14.59622066,17.22607839,7.174771874,T2
Erebidae,Spilarctia wilemani,5,1644,544,1094,1100,19.598,16.838,0.0572,41.6,3.9,37.7,25.99,8.34,17.65,18.7,Taiwan,27.97592562,18.74006611,22.16980154,9.235859504,T1
Geometridae,Percnia longitermen,11,1734,876,1305,858,32.38636364,23.27818182,0.078666667,41.6,3.05,38.55,24.92,6.84,18.08,17.33,Taiwan,26.21152127,18.05749048,21.12328481,8.154030792,T2
Geometridae,Hypomecis punctinalis glos,9,1995,876,1435.5,1119,23.77222222,18.235,0.0282125,43.825,-1.25,45.075,24.26,5.92,18.34,16.48,Taiwan,25.12026645,17.63532877,20.47603158,7.484937679,T2
Nolidae,Eligma narcissus,60,2039,900,1469.5,1139,34.44423729,23.93050847,0.122465,44.175,3.725,40.45,24.09,5.68,18.41,16.25,Taiwan,24.83595485,17.52534028,20.30739855,7.31061457,T2
Geometridae,Myrioblephara simplaria simplaria,45,2039,900,1469.5,1139,14.20931818,10.2447619,0.008497436,43.45,-0.42,43.87,24.09,5.68,18.41,16.25,Taiwan,24.83595485,17.52534028,20.30739855,7.31061457,T2
Geometridae,Biston perclara,60,1995,544,1269.5,1451,29.41901961,21.00932203,0.121381034,41.26190476,4.223529412,37.03837535,25.1,7.1,18.01,17.56,Taiwan,26.50837603,18.1723314,21.29935753,8.336044628,T1
Crambidae,Bradina aulacodialis,111,2039,544,1291.5,1495,13.31517647,12.71219512,0.008725,40.75714286,1.266666667,39.49047619,24.99,6.94,18.05,17.41,Taiwan,26.3244097,18.10116238,21.19024205,8.223247321,T2
Geometridae,Cusiala boarmioides,24,2039,544,1291.5,1495,22.14545455,17.26458333,0.035786957,43.75,4.277777778,39.47222222,24.99,6.94,18.05,17.41,Taiwan,26.3244097,18.10116238,21.19024205,8.223247321,T2
Geometridae,Fascellina chromataria,17,2039,544,1291.5,1495,18.97875,14.96823529,0.0271,41.5,2,39.5,24.99,6.94,18.05,17.41,Taiwan,26.3244097,18.10116238,21.19024205,8.223247321,T2
Erebidae,Somena scintillans,16,2039,544,1291.5,1495,14.07307692,10.0175,0.014007692,42.8,-0.5,43.3,24.99,6.94,18.05,17.41,Taiwan,26.3244097,18.10116238,21.19024205,8.223247321,T2
Geometridae,Cleora fraterna,29,2039,876,1457.5,1163,22.1452,17.00035714,0.044025926,40.2,1.2,39,24.15,5.76,18.39,16.33,Taiwan,24.93630012,17.56415975,20.36691609,7.372140373,T2
Erebidae,Katha magnata magnata,13,1995,343,1169,1652,17.13166667,11.56692308,0.015976923,41.4,-1.9,43.3,25.61,7.81,17.8,18.21,Taiwan,27.34876767,18.49744444,21.79781692,8.851323232,T1
Noctuidae,Callopistria maillardi maillardi,7,1644,900,1272,744,16.16714286,14.25857143,0.023942857,45.05,-0.05,45.1,25.09,7.08,18.01,17.54,Taiwan,26.48747077,18.16424401,21.28695805,8.323226752,T1
Erebidae,Serrodes campana,3,1644,900,1272,744,34.50666667,24.72666667,0.249833333,39.3,14.6,24.7,25.09,7.08,18.01,17.54,Taiwan,26.48747077,18.16424401,21.28695805,8.323226752,T1
Noctuidae,Callopistria phaeogona,33,1734,900,1317,834,14.2621875,13.02454545,0.016421875,42.03333333,0.85,41.18333333,24.86,6.76,18.1,17.25,Taiwan,26.111176,18.01867101,21.06376728,8.092504989,T2
Cossidae,Zeuzera multistrigata,25,1734,900,1317,834,26.17538462,25.83636364,0.213576471,43.04545455,5.5375,37.50795455,24.86,6.76,18.1,17.25,Taiwan,26.111176,18.01867101,21.06376728,8.092504989,T2
Noctuidae,Callopistria repleta,9,1995,1110,1552.5,885,16.65111111,14.80444444,0.030777778,40.23333333,2.366666667,37.86666667,23.99,5.43,18.56,16.05,Taiwan,23.28052172,16.34310653,19.14514509,6.937415194,T2
Erebidae,Cernyia usuguronis,12,2374,544,1459,1830,14.24166667,11.57083333,0.012436364,41.7,5.1,36.6,24.14,5.75,18.39,16.32,Taiwan,24.92375697,17.55930731,20.3594764,7.364449648,T2
Geometridae,Tanaoctenia haliaria,48,2374,544,1459,1830,21.105625,14.14,0.020832609,40.14117647,-1.216666667,41.35784314,24.14,5.75,18.39,16.32,Taiwan,24.92375697,17.55930731,20.3594764,7.364449648,T2
Erebidae,Miltochrista wenchiyehi,218,1734,1255,1494.5,479,11.55907767,7.983726415,0.005141346,37.575,0.08,37.495,23.96,5.5,18.46,16.09,Taiwan,24.62690221,17.44446639,20.18340368,7.182435812,T2
Endromidae,Oberthueria formosibia,7,1734,1255,1494.5,479,26.242,19.51428571,0.131125,43.5,3.7,39.8,23.96,5.5,18.46,16.09,Taiwan,24.62690221,17.44446639,20.18340368,7.182435812,T2
Erebidae,Ghoria bani,173,2960,1734,2347,1226,18.03374269,13.42145455,0.015646957,40.25,-0.475,40.725,20.83,2.34,18.49,12.84,Taiwan,19.55552526,13.21446465,15.7177984,6.341060606,T3
Erebidae,Chrysorabdia taiwana,92,2421,1644,2032.5,777,21.18395604,15.77202247,0.026951807,40.36666667,0.82,39.54666667,21.56,3.25,18.31,13.73,Taiwan,20.91143877,14.50363821,16.96076779,6.407800567,T2
Notodontidae,Notodonta griseotincta,26,2421,1644,2032.5,777,20.1636,15.422,0.062695652,40.6,5.61,34.99,21.56,3.25,18.31,13.73,Taiwan,20.91143877,14.50363821,16.96076779,6.407800567,T2
Geometridae,Ourapteryx pallidula,3,2421,1644,2032.5,777,25.5,15.68333333,0.235733333,40.2,0.1,40.1,21.56,3.25,18.31,13.73,Taiwan,20.91143877,14.50363821,16.96076779,6.407800567,T2
Pyralidae,Locastra muscosalis,11,1734,343,1038.5,1391,16.13714286,15.78857143,0.05454,46.25,1.833333333,44.41666667,26.27,8.73,17.54,19.06,Taiwan,28.44002249,18.91960615,22.44507016,9.520416345,T1
Erebidae,Miltochrista alikangiae,20,1734,343,1038.5,1391,10.151,7.5325,0.0047,39.5,2.75,36.75,26.27,8.73,17.54,19.06,Taiwan,28.44002249,18.91960615,22.44507016,9.520416345,T1
Erebidae,Hemistola simplex,13,1734,544,1139,1190,15.56166667,11.98461538,0.066,42.6,-0.7,43.3,25.76,8.02,17.74,18.41,Taiwan,27.59963085,18.59449311,21.94661077,9.005137741,T1
Erebidae,Lymantria concolor concolor,26,2350,1511,1930.5,839,24.1052,19.12461538,0.070126923,40.33333333,4.28,36.05333333,22.67,5.18,17.5,15.23,Taiwan,21.94949549,14.67005774,17.30690719,7.279437756,T2
Erebidae,Ovipennis connexa,23,2350,1511,1930.5,839,9.292173913,6.2995,0.00244,39.5,0.65,38.85,22.67,5.18,17.5,15.23,Taiwan,21.94949549,14.67005774,17.30690719,7.279437756,T2
Noctuidae,Trichosea diffusa,24,2374,2039,2206.5,335,19.8575,16.89583333,0.050575,40.94615385,0.288888889,40.65726496,21.43,3.69,17.75,13.95,Taiwan,19.81957071,13.8781965,16.06529281,5.941374205,T2
Erebidae,Creatonotos transiens vacillans,17,1511,544,1027.5,967,21.799375,19.41764706,0.058376471,46.7,4.933333333,41.76666667,26.33,8.81,17.52,19.13,Taiwan,28.53200566,18.95519066,22.4996279,9.576814998,T1
Limacodidae,Parasa shirakii,8,1511,544,1027.5,967,14.93714286,14.6325,0.040285714,43.9,4,39.9,26.33,8.81,17.52,19.13,Taiwan,28.53200566,18.95519066,22.4996279,9.576814998,T1
Erebidae,Cyana formosana,45,2374,1511,1942.5,863,15.46688889,12.28466667,0.013175556,39.65714286,0.49375,39.16339286,22.37,4.99,17.37,14.98,Taiwan,21.84024904,14.58498379,17.23215241,7.255265259,T2
Erebidae,Hypersypnoides submarginata,8,2374,1511,1942.5,863,24.18625,19.01428571,0.08215,39.6,0.4,39.2,22.37,4.99,17.37,14.98,Taiwan,21.84024904,14.58498379,17.23215241,7.255265259,T2
Erebidae,Daddala lucilla,11,2993,1644,2318.5,1349,23.52636364,19.07909091,0.07843,41.16,0.025,41.135,20.49,2.09,18.4,12.57,Taiwan,19.29744564,13.50777719,15.74242954,5.789668449,T3
Nolidae,Risoba yanagitai,6,2993,1644,2318.5,1349,16.43166667,16.51166667,0.0465,37.8,1.85,35.95,20.49,2.09,18.4,12.57,Taiwan,19.29744564,13.50777719,15.74242954,5.789668449,T3
Noctuidae,Diarsia arenosoides,65,3140,2039,2589.5,1101,17.23169231,14.88666667,0.065648,39.52857143,1.2,38.32857143,19.28,1.22,18.06,11.54,Taiwan,17.53112197,10.11675382,13.35635232,7.414368145,T3
Geometridae,Dindica taiwana,12,2300,1511,1905.5,789,22.95583333,18.32,0.045075,41.7,3.95,37.75,23.32,5.56,17.75,15.74,Taiwan,22.09257494,14.9491937,17.51114253,7.143381245,T2
Erebidae,Miltochrista yueh,51,2300,1511,1905.5,789,15.13770833,11.01083333,0.011246809,41.1,-0.44,41.54,23.32,5.56,17.75,15.74,Taiwan,22.09257494,14.9491937,17.51114253,7.143381245,T2
Geometridae,Dysstroma fumata,2,2300,2300,2300,0,15.52,11.56,0.0079,32.7,-1.4,34.1,20.27,1.93,18.34,12.39,Taiwan,20.04786631,13.41436483,15.94792166,6.633501485,T3
Geometridae,Ectropis arizanensis,11,2374,1734,2054,640,21.408,14.90363636,0.022890909,41.7,-3,44.7,21.23,3.25,17.97,13.62,Taiwan,21.25659186,14.28565004,17.03569864,6.970941824,T2
Pyralidae,Endotricha olivacealis,223,2421,343,1382,2078,9.706089109,8.618252427,0.005022642,43.89285714,1.03125,42.86160714,24.53,6.3,18.23,16.82,Taiwan,25.56763912,17.8083989,20.74138061,7.75924022,T2
Erebidae,Euproctis croceola,30,2374,1644,2009,730,17.73433333,12.56833333,0.02809,39.29166667,2.746666667,36.545,21.92,3.8,18.12,14.16,Taiwan,20.68885958,14.77179684,17.13117191,5.91706274,T2
Erebidae,Nyctemera arctata albofasciata,7,2374,1644,2009,730,25.06285714,15.46428571,0.033228571,38,0.52,37.48,21.92,3.8,18.12,14.16,Taiwan,20.68885958,14.77179684,17.13117191,5.91706274,T2
Erebidae,Euproctis sparsa,29,2421,900,1660.5,1521,15.25285714,10.45185185,0.016819231,42.44,-0.111111111,42.55111111,24.7,6.17,18.53,16.77,Taiwan,22.99392454,15.74080772,18.61046629,7.253116817,T2
Erebidae,Miltochrista arcuata,39,1255,343,799,912,8.695454545,6.383870968,0.002362857,45.06666667,4.3,40.76666667,27.93,9.73,18.21,20.2,Taiwan,30.21820303,20.09554555,24.08595439,10.12265748,T1
Lasiocampidae,Gastropacha insularis,5,1995,1644,1819.5,351,36.466,29.334,0.3206,44.2,5.733333333,38.46666667,24.07,6.38,17.7,16.51,Taiwan,22.6414493,15.80634907,18.42168498,6.835100234,T2
Noctuidae,Taiwanacosmia poecila,20,1995,1644,1819.5,351,12.6475,11.018,0.01817,40.95555556,1.92,39.03555556,24.07,6.38,17.7,16.51,Taiwan,22.6414493,15.80634907,18.42168498,6.835100234,T2
Notodontidae,Gazalina purificata,49,2300,1644,1972,656,16.51040816,12.22489796,0.035891837,42.78095238,2.558333333,40.22261905,21.61,4.54,17.07,14.37,Taiwan,21.32948228,14.66785574,17.18735655,6.661626547,T2
Noctuidae,Harmandicrania harmandi,34,2960,1644,2302,1316,19.55588235,17.23852941,0.061334375,42.54545455,1.775,40.77045455,20.3,1.94,18.35,12.41,Taiwan,19.96673975,13.42446346,15.9257063,6.542276292,T3
Erebidae,Katha sp._small_yellow,128,2960,1644,2302,1316,13.588125,8.894435484,0.007430097,39.42727273,-2.028571429,41.45584416,20.3,1.94,18.35,12.41,Taiwan,19.96673975,13.42446346,15.9257063,6.542276292,T3
Geometridae,Odontopera albiguttulata,15,2960,1511,2235.5,1449,21.53928571,16.618,0.041481818,39.96666667,-0.033333333,40,21.32,3.56,17.76,13.82,Taiwan,19.80873233,13.92887869,16.03833495,5.879853629,T3
Erebidae,Nephelomilta karenkonis,131,2300,343,1321.5,1957,13.70230159,10.4212,0.010771074,39.52,-0.075,39.595,24.84,6.73,18.11,17.22,Taiwan,26.07354653,18.00411371,21.0414482,8.069432813,T2
Geometridae,Opisthograptis punctilineata,15,2300,1995,2147.5,305,21.086,15.58133333,0.025753333,38.63333333,4.45,34.18333333,21.67,3.94,17.73,14.21,Taiwan,19.84162121,13.77508445,16.12013811,6.066536756,T2
Geometridae,Ourapteryx changi,135,2421,544,1482.5,1877,24.89015504,17.75496183,0.038292462,40.63225806,1.61025641,39.02200165,24.02,5.59,18.44,16.17,Taiwan,24.72724748,17.48328586,20.24292122,7.243961616,T2
Lasiocampidae,Paradoxopla sinuata taiwana,19,2421,876,1648.5,1545,24.8,23.19888889,0.162947059,41,2.95,38.05,24.75,6.22,18.53,16.82,Taiwan,22.97167271,15.77117491,18.63505256,7.200497802,T2
Geometridae,Parobeidia gigantearia marginifascia,66,2300,1110,1705,1190,39.96181818,29.54061538,0.077710938,39.84,2.671428571,37.16857143,24.52,5.98,18.53,16.57,Taiwan,23.01819987,15.65777047,18.52186695,7.3604294,T2
Geometridae,Psilalcis nigrifasciata,26,2727,1255,1991,1472,18.34807692,14.87833333,0.01247619,41.6,0.45,41.15,21.11666667,4.243333333,16.87333333,13.97638889,Taiwan,21.00051387,14.7212309,17.15850498,6.279282971,T2
Noctuidae,Trachea auriplena auriplena,3,1734,1644,1689,90,23.45333333,20.71666667,0.0886,37.5,4,33.5,24.58,6.05,18.53,16.64,Taiwan,23.04677264,15.66868566,18.55207389,7.378086977,T2
Noctuidae,Tiracola aureata,80,3140,544,1842,2596,26.402625,23.387875,0.132573611,42.56190476,2.352173913,40.20973085,24.95,6.54,18.41,17.05,Taiwan,21.64848601,15.37205711,17.97279349,6.276428905,T2
Noctuidae,Xestia csoevarii,10,2374,2300,2337,74,18.474,15.643,0.0526,38,0.5,37.5,20.71,2.25,18.46,12.74,Taiwan,19.28927273,13.18212122,15.5740524,6.107151515,T3
Erebidae,SJ_ARC01,3,2000,1536,1768,464,29.35666667,19.41,0.073466667,41.4,2.65,38.75,20.07,-7.88,27.95,9.78,China,24.62043157,15.74771951,19.24371279,8.872712062,C2
Erebidae,SJ_ARC07,46,2000,1536,1768,464,17.63065217,14.57369565,0.038823913,45.95,5.6,40.35,20.07,-7.88,27.95,9.78,China,24.62043157,15.74771951,19.24371279,8.872712062,C2
Geometridae,SJ_GEO006,6,2000,1536,1768,464,17.64,12.094,0.015211667,46.4,1.15,45.25,20.07,-7.88,27.95,9.78,China,24.62043157,15.74771951,19.24371279,8.872712062,C2
Noctuidae,SJ_NOC036,11,2000,1536,1768,464,15.08454545,14.05818182,0.03391,41.51666667,-0.666666667,42.18333333,20.07,-7.88,27.95,9.78,China,24.62043157,15.74771951,19.24371279,8.872712062,C2
Erebidae,SJ_ARC02,33,3147,860,2003.5,2287,21.74121212,17.74969697,0.085098788,42.98333333,2.85,40.13333333,20.07,-7.92,27.99,9.84,China,23.76615502,14.99696255,18.28785686,8.76919247,C2
Geometridae,SJ_GEO125,14,3147,860,2003.5,2287,23.93571429,16.43785714,0.042272143,38.84,0.916666667,37.92333333,20.07,-7.92,27.99,9.84,China,23.76615502,14.99696255,18.28785686,8.76919247,C2
Erebidae,SJ_ARC03,20,3147,2000,2573.5,1147,19.145,13.3295,0.047946,40.8875,0.754545455,40.13295455,17.53,-12.48,30.01,6.31,China,21.75318396,11.88582387,15.89836116,9.867360085,C3
Erebidae,SJ_ARC08,9,3147,2000,2573.5,1147,21.18111111,14.89555556,0.061466667,42.22,-0.633333333,42.85333333,17.53,-12.48,30.01,6.31,China,21.75318396,11.88582387,15.89836116,9.867360085,C3
Nolidae,SJ_NOL01,2,3147,2000,2573.5,1147,17.485,11.65,0.0246,38,-1.5,39.5,17.53,-12.48,30.01,6.31,China,21.75318396,11.88582387,15.89836116,9.867360085,C3
Drepanidae,SJ_THY05,7,3147,2000,2573.5,1147,20.46,14.56,0.041171429,40.075,-1.1,41.175,17.53,-12.48,30.01,6.31,China,21.75318396,11.88582387,15.89836116,9.867360085,C3
Erebidae,SJ_ARC04,24,2612,1536,2074,1076,21.44416667,17.04791667,0.060496667,45.61111111,3.183333333,42.42777778,19.7,-8.6,28.3,9.36,China,23.62741813,14.71428457,18.07497202,8.91313355,C2
Drepanidae,SJ_DRE01,19,2612,1536,2074,1076,22.03473684,12.89,0.025778421,41.97,1.24,40.73,19.7,-8.6,28.3,9.36,China,23.62741813,14.71428457,18.07497202,8.91313355,C2
