Tmean,Tsd,Tsd_short,CTmin,CTmax,Topt,Inc,Sigma,Scale,Tpers,Fec,Dens,BRate,Rep,Tmax,Tmin,CTrange,CTmax_sd,CTmin_sd
18,0,2.5,6.723096,21.733484,19.566198,2.22359,3.710121,1.5134,21777,1.173561,316,12.02,3,20.5,15.5,15.010388,-1.19473759319235,0.557151575456117
18,0,2.5,5.132187,30.414197,21.170316,9.484026,4.633101,0.839071,2355,1.173561,151,6.43,3,20.5,15.5,25.28201,1.20065306907956,0.321437243987066
18,0,2.5,7.574852,26.463189,23.362318,3.181428,4.56069,1.195113,27613,1.173561,213,9.9,3,20.5,15.5,18.888337,0.110396120167461,0.683350557368189
18,0,2.5,0.825964,31.59567,24.737132,7.036715,6.907468,0.720171,69711,1.173561,52,2.64,3,20.5,15.5,30.769706,1.52667345380215,-0.316586977135354
18,0,2.5,-2.629224,24.385307,16.056504,8.545176,5.397941,0.798958,5851,1.173561,180,7.43,3,20.5,15.5,27.014531,-0.462982949052185,-0.828519042086829
18,0,2.5,2.341867,27.407667,24.05735,3.437354,6.273178,0.909408,18643,1.173561,158,7,3,20.5,15.5,25.0658,0.371019156768401,-0.0919857823360741
18,0,2.5,5.272797,24.448121,17.500212,7.128408,3.532261,1.107378,99082,1.173561,340,12.76,3,20.5,15.5,19.175324,-0.445649802678154,0.342270485956194
18,0,2.5,3.596857,26.543991,22.542824,4.105112,5.473119,0.980544,3661,1.173561,292,10.84,3,20.5,15.5,22.947134,0.132692947201473,0.0939576807094827
18,0,2.5,9.08449,28.610387,22.520362,6.248236,3.88136,1.104172,87779,1.173561,191,7.9,3,20.5,15.5,19.525897,0.702902523644793,0.907023509077101
18,0,2.5,-4.28502,23.515512,18.700385,4.940218,6.640033,0.809659,99999,1.36745,162,7,4,20.5,15.5,27.800532,-0.702997659951025,-1.07384724576732
18,0,2.5,10.083517,22.558037,21.925026,0.649455,3.42078,1.87736,76434,1.36745,270,11.52,4,20.5,15.5,12.47452,-0.967207140711279,1.05504264871647
18,0,2.5,11.177321,30.009733,23.50844,6.670188,3.562219,1.133351,96775,1.36745,161,6.99,4,20.5,15.5,18.832412,1.08904365533381,1.21710426167999
18,0,2.5,12.633191,25.708921,20.943852,4.88886,2.400787,1.622937,96113,1.36745,282,11.73,4,20.5,15.5,13.07573,-0.0977396083205681,1.43281076893832
18,0,2.5,9.160673,20.621468,16.876514,3.842243,2.228956,1.872727,99447,1.36745,173,6.93,4,20.5,15.5,11.460795,-1.50159173555334,0.918311033953953
18,0,2.5,-4.181443,27.972826,24.182141,3.889162,8.193684,0.712539,75862,1.36745,122,4.36,4,20.5,15.5,32.154269,0.526971391486785,-1.05850093538089
18,0,2.5,2.267322,28.618064,23.866881,4.874613,6.239689,0.852285,59271,1.36745,137,5.74,4,20.5,15.5,26.350742,0.705020945727664,-0.103030615723377
18,0,2.5,-1.887021,23.977764,18.487385,5.633013,5.885767,0.859596,11575,1.36745,204,8.51,4,20.5,15.5,25.864785,-0.575441994371881,-0.718551794457126
18,0,2.5,0.670856,25.215566,19.942537,5.410016,5.567211,0.905101,62765,1.36745,251,10.06,4,20.5,15.5,24.54471,-0.233877960110929,-0.339568290664602
18,0,2.5,-12.698527,24.048146,21.717243,2.391457,9.942042,0.634655,42361,1.36745,85,3.45,4,20.5,15.5,36.746673,-0.556020503810908,-2.3204202287696
18,0,2.5,10.890587,25.224942,19.708547,5.659705,2.547336,1.471447,49637,1.36745,339,13.53,4,20.5,15.5,14.334355,-0.231290709173194,1.17462080529157
18,0,2.5,-6.589336,22.701365,16.472395,6.390791,6.662082,0.758963,88859,1.36745,67,2.98,4,20.5,15.5,29.290701,-0.927656639175045,-1.41526231440634
18,0,2.5,-1.708,29.644859,22.729897,7.094605,7.05963,0.707295,36171,1.36745,138,5.29,4,20.5,15.5,31.352859,0.988358864521603,-0.692027451874413
18,0,2.5,-5.051677,29.186935,22.028132,7.344781,7.822826,0.650012,80590,1.36745,65,2.84,4,20.5,15.5,34.238612,0.861997484571568,-1.18743767879716
18,0,2.5,2.387268,32.180935,23.591336,8.812746,6.12544,0.728869,83052,1.36745,134,4.38,4,20.5,15.5,29.793667,1.6881738185711,-0.0852590202377854
18,0,2.5,-1.549602,30.952401,21.958499,9.227553,6.79103,0.670512,5626,1.36745,81,3.73,4,20.5,15.5,32.502003,1.34916723329596,-0.668558681079833
18,0,2.5,9.568886,26.644222,22.165195,4.595387,3.638827,1.28196,49237,1.36745,271,10.4,4,20.5,15.5,17.075336,0.160351090198503,0.978793220170748
18,0,2.5,4.509907,27.132984,18.481101,8.876649,4.036004,0.932999,81441,1.36745,246,10.68,4,20.5,15.5,22.623077,0.295222031199933,0.229238184086996
18,0,2.5,3.294515,31.599667,25.837181,5.912189,6.512135,0.78763,4017,1.36745,20,1.4,4,20.5,15.5,28.305152,1.52777640196748,0.0491616914951306
18,0,2.5,10.869364,27.348089,20.478693,7.047854,2.775947,1.267891,85393,1.36745,301,12.27,4,20.5,15.5,16.478725,0.354578965176208,1.17147633552191
18,0,2.5,9.645649,30.608768,24.982126,5.772815,4.430408,1.042249,23520,1.36745,87,4.57,4,20.5,15.5,20.963119,1.25434376897356,0.990166679763068
18,0,2.5,1.484931,24.678539,19.38452,5.431551,5.170841,0.953816,29293,1.36745,268,11.38,4,20.5,15.5,23.193608,-0.382067338240111,-0.218952250155266
18,0,2.5,1.374121,24.351561,18.085918,6.428416,4.827711,0.949628,31844,1.36745,242,10.04,4,20.5,15.5,22.97744,-0.472294955253637,-0.235370225708918
18,0,2.5,4.542296,21.513744,17.631422,3.983181,3.781192,1.303305,59101,1.36745,219,8.47,4,20.5,15.5,16.971448,-1.25537352760553,0.234037045292729
18,0,2.5,6.499941,28.637665,21.628582,7.191171,4.370368,0.972506,25969,1.36745,245,9.98,4,20.5,15.5,22.137724,0.710429724058567,0.524088193679424
18,0,2.5,3.808746,23.515779,16.078703,7.630283,3.54455,1.072668,14693,1.36745,286,10.5,4,20.5,15.5,19.707033,-0.702923982903203,0.125351854719841
18,0,2.5,4.95324,27.185185,19.414633,7.972422,4.177613,0.958806,36462,1.36745,296,11.06,4,20.5,15.5,22.231945,0.309626583909053,0.294923865488741
18,0,2.5,4.117356,27.753118,24.390233,3.450248,5.856437,0.961766,77747,1.36745,145,6.68,4,20.5,15.5,23.635762,0.466344287281584,0.171076531514469
18,0,2.5,-2.796656,24.990223,19.012002,6.133528,6.300094,0.799416,7105,1.36745,224,9.37,4,20.5,15.5,27.786879,-0.296060008752364,-0.85332632015649
18,0,2.5,9.218403,30.692629,25.397239,5.432958,4.673749,1.024326,78341,1.36745,105,3.5,4,20.5,15.5,21.474226,1.27748470870153,0.926864501409167
18,0,2.5,5.229762,30.884956,24.391687,6.661956,5.535505,0.855668,36549,1.36745,124,5.3,4,20.5,15.5,25.655194,1.33055619026102,0.335894278231698
18,0,2.5,5.776319,26.732162,21.188715,5.687459,4.452339,1.043858,36386,1.36745,296,11.66,4,20.5,15.5,20.955843,0.184617605499745,0.416873968374082
18,0,2.5,-6.67954,27.605417,21.370535,6.396856,8.103117,0.654728,18832,1.36745,106,4.59,4,20.5,15.5,34.284957,0.425587082636272,-1.428627236948
18,0,2.5,-10.268141,24.651234,23.164229,1.525635,9.657957,0.672476,55218,1.36745,133,6,4,20.5,15.5,34.919375,-0.389601989141866,-1.96032621258028
18,0,2.5,6.48531,25.110278,19.542341,5.712585,3.77192,1.162156,20528,1.36745,331,12.63,4,20.5,15.5,18.624968,-0.262931551912581,0.521920416400068
18,0,2.5,7.627061,34.048672,22.924237,11.413434,4.419055,0.789793,8932,1.36745,43,2.84,4,20.5,15.5,26.421611,2.20356463605116,0.69108601523012
18,0,2.5,1.296661,30.468255,23.718658,6.924944,6.477276,0.757618,7493,1.36745,122,4.63,4,20.5,15.5,29.171594,1.21557004979544,-0.246846955123104
18,0,2.5,9.901662,23.202203,20.048398,3.235737,2.931193,1.658687,11156,1.36745,320,11.64,4,20.5,15.5,13.300541,-0.789453398437685,1.02809841133438
18,0,2.5,2.109246,23.919977,23.476046,0.455464,6.17245,1.08463,68785,1.36745,311,11.36,4,20.5,15.5,21.810731,-0.591387970261271,-0.126451677934541
18,0,2.5,9.000489,30.586403,26.760225,3.925577,5.13044,1.041423,42430,1.36745,28,1.26,4,20.5,15.5,21.585914,1.2481722814285,0.894577643501049
18,0,2.5,8.841143,26.996559,20.434163,6.732879,3.348997,1.169895,34349,1.36745,286,12.22,4,20.5,15.5,18.155416,0.257576371091085,0.870968413895668
18,0,2.5,13.651686,22.921951,16.502834,6.585878,0.823641,2.084558,81538,1.36745,268,10.32,4,20.5,15.5,9.270265,-0.866787256138431,1.5837143517514
18,0,2.5,12.552933,27.963649,24.04013,4.025447,3.318426,1.423824,29765,1.36745,129,5.8,4,20.5,15.5,15.410716,0.524439053404917,1.42091947860365
18,0,2.5,-1.540719,29.507772,22.989244,6.687872,7.086226,0.716605,20948,1.36745,157,6.19,4,20.5,15.5,31.048491,0.950530529485198,-0.667242546463434
18,0,2.5,9.497974,24.283391,19.612694,4.792037,2.921945,1.456417,84217,1.36745,298,12.31,4,20.5,15.5,14.785417,-0.491106057688089,0.968286664061547
18,0,2.5,9.710381,24.577274,22.702217,1.923769,3.753087,1.536999,25827,1.36745,282,11.56,4,20.5,15.5,14.866893,-0.410010807332449,0.999757586662617
18,0,2.5,1.85387,19.40362,18.387831,1.042177,4.776338,1.331307,8372,1.958319,96,4.45,5,20.5,15.5,17.54975,-1.83764958325163,-0.164289029482141
18,0,2.5,6.592992,23.599163,19.330073,4.379996,3.679493,1.29167,26038,1.958319,321,12.3,5,20.5,15.5,17.006171,-0.679914668462917,0.537874937143398
18,0,2.5,7.629906,24.867437,21.496126,3.458894,4.005679,1.296603,53801,1.958319,337,13.51,5,20.5,15.5,17.237531,-0.329942068654324,0.691507539825826
18,0,2.5,4.662532,32.347944,24.642477,7.905646,5.771815,0.786777,99999,1.958319,110,4.01,5,20.5,15.5,27.685412,1.73425894995551,0.251851608136055
18,0,2.5,6.68901,31.010397,23.064243,8.152586,4.730484,0.882485,99999,1.958319,200,7.77,5,20.5,15.5,24.321387,1.36517088148121,0.552101281125986
18,0,2.5,-1.305329,23.016682,19.547888,3.558909,6.024086,0.934527,5060,1.958319,246,10.52,5,20.5,15.5,24.322011,-0.840646805137727,-0.632366386680254
18,0,2.5,7.224444,19.324966,17.193052,2.187298,2.879736,1.858407,51336,1.958319,45,2.21,5,20.5,15.5,12.100522,-1.85935368257508,0.631432950854298
18,0,2.5,8.300336,26.616022,22.46745,4.256348,4.092602,1.208501,21632,1.958319,309,12.45,5,20.5,15.5,18.315686,0.152569469417344,0.790840662742847
18,0,2.5,0.404278,26.18611,16.954287,9.471655,4.780974,0.824668,95063,1.958319,211,8.49,5,20.5,15.5,25.781832,0.0339378327765939,-0.379065367527173
18,0,2.5,5.095218,19.994785,17.138914,2.930063,3.479188,1.501908,46072,1.958319,167,7.17,5,20.5,15.5,14.899567,-1.67452114888662,0.315959794855734
18,0,2.5,12.461911,26.300675,15.109465,11.481944,0.764827,1.353526,98561,1.958319,316,13,5,20.5,15.5,13.838764,0.0655513570600461,1.40743335848051
18,0,2.5,0.963542,30.217159,25.17119,5.177058,6.993115,0.769616,61010,1.958319,97,4.43,5,20.5,15.5,29.253617,1.14628161533922,-0.296202966299506
18,0,2.5,5.720273,24.026131,21.069826,3.033107,4.434185,1.23419,37424,1.958319,341,12.73,5,20.5,15.5,18.305858,-0.562095410956198,0.408570007920332
