Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
18,2.5,0,16.7929359090395
18,2.5,0.5,17.2124294559299
18,2.5,1,16.4788931584926
18,2.5,1.5,16.0502596288212
18,2.5,2,16.3782697587481
18,2.5,2.5,15.6902635763069
18,2.5,3,15.4630088157036
18,2.5,3.5,15.9219096068004
18,2.5,4,15.8984696683739
18,2.5,4.5,15.6731708409516
18,2.5,5,15.8368073039124
