Tmean,Tsd_short,Tsd,CTmax_CTmin_hv
14,2.5,0,12.3474996757722
14.8,2.5,0,11.7880121120956
15.6,2.5,0,12.2142173606189
16.4,2.5,0,13.2675599998486
17.2,2.5,0,14.2765598552699
18,2.5,0,14.4428720317697
18.8,2.5,0,15.733838316363
19.6,2.5,0,16.5388930934576
20.4,2.5,0,17.1340805672957
21.2,2.5,0,17.6051724807884
22,2.5,0,19.1576707830399
